,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Radiant temperature (¡C),Globe temperature (¡C),Humidity sensation,Outdoor monthly air temperature (¡F)
1172,0.5,10,26.96,0.73,1.2,24.9,35.4,0.02,0,26,25.7,0,58.7
1173,0.6,13,27.33,0.69,1.2,25.4,39.1,0.05,0,26.4,26.1,0,58.7
1174,0.7,17,27.91,0.73,1.2,25.6,38.1,0.03,1,27.1,26.6,0,58.7
1175,0.7,14,27.74,0.67,1.3,24.5,40.4,0.03,-1,26.6,26,0,58.7
1176,0.6,13,27.7,0.73,1.3,24.3,42.5,0.03,0,26.5,25.8,0,58.7
1177,0.5,9,26.87,0.74,1.2,24.7,35.7,0.03,0,25.7,25.4,0,58.7
1178,0.3,7,26.57,0.73,1.2,23.5,37.9,0.07,0,25.8,24.9,0,58.7
1179,0.9,21,28.96,0.54,2,23.2,37.8,0.02,0,25,24.5,0,58.7
1180,0.5,11,26.97,0.61,1.3,25,38.3,0.02,1,25.8,25.6,0,58.7
1181,-0.4,8,23.86,0.63,1.2,21.9,56.1,0.04,2,22.8,22.5,-3,58.7
1182,0.6,13,29.25,0.96,1.6,20.9,59.5,0.09,0,22.6,21.9,0,58.7
1183,0.5,10,27.59,0.72,1.3,24,47,0.12,0,25.3,24.7,0,68.9
1184,1.3,41,31.76,0.59,2.1,25.1,53.1,0.16,0,26,25.6,0,68.9
1185,1.3,38,29.95,0.39,2,25.8,44.6,0.04,1,27.1,26.7,0,68.9
1186,1.3,40,30.88,0.62,1.6,26.7,49.7,0.03,1,27.7,27.4,1,68.9
1187,1,26,29.2,0.73,1.2,26.6,48.3,0.11,-2,27.7,27.2,0,68.9
1188,1.6,56,32.59,0.58,2,26.6,47.8,0.04,1,28.2,27.7,0,68.9
1189,0.8,18,27.83,0.62,1.2,25.9,41.5,0.07,0,27.7,27,0,68.9
1190,0.9,23,28.77,0.52,1.6,25.6,41.4,0.1,0,26.9,26.4,0,68.9
1191,0.8,19,28.13,0.64,1.2,26.2,51.4,0.03,2,27,26.8,2,68.9
1192,0.8,19,28.1,0.64,1.2,25.7,49,0.05,0,27.5,26.9,0,68.9
1193,1.1,28,30.21,0.66,2,23.9,36.4,0.09,0,25,24.5,0,65.1
1194,0.4,8,26.42,0.61,1.3,24.4,36,0.06,0,25.3,24.9,0,65.1
1195,0.4,8,26.53,0.61,1.3,24.2,36.3,0.06,0,25.6,25.1,0,65.1
1196,0.7,15,27.73,0.56,1.6,24.4,36.1,0.07,0,25.6,25.2,0,65.1
1197,0.7,16,28.15,0.61,1.6,24.1,37.5,0.03,0,25.8,25.3,0,65.1
1198,0.9,24,29.25,0.66,1.6,25,39.9,0.05,2,26.4,25.9,2,65.1
1199,1.6,58,32.89,0.56,2.5,24.2,48.5,0.03,0,25.7,25.3,0,65.1
1200,1.5,51,32.14,0.52,2.4,24.2,48.2,0.03,0,26.2,25.6,0,65.1
1201,0.6,12,27.05,0.63,1.2,25.3,39.3,0.06,-1,26.7,26.2,0,65.1
1202,0.9,21,29.09,0.71,1.5,23.9,41,0.08,0,27.3,26,0,65.1
1203,0.4,9,26.9,0.65,1.2,24,44.6,0.04,0,26.9,25.9,0,65.1
1204,0.9,22,29.03,0.66,1.6,24.5,37.5,0.05,0,26.5,25.8,2,65.1
1205,0,5,25.21,0.68,1.2,23,59.2,0.02,0,23.4,23.3,2,63
1206,0.1,5,25.51,0.65,1.2,23.3,55.6,0.02,1,24.3,24,2,63
1207,0.9,23,29.57,0.51,2,23.3,55.7,0.04,1,24.7,24.2,0,63
1208,0.6,13,27.8,0.58,1.6,23.7,48.7,0.05,-1,24.8,24.4,2,63
1209,1.1,31,31.23,0.72,2,23.5,50.1,0.04,-2,24.6,24.3,2,63
1210,0.9,21,29.98,0.92,1.5,23.4,50.2,0.03,-2,24.9,24.5,0,63
1211,0.5,10,27.42,0.78,1.2,23.8,50.8,0.05,1,25.8,25.1,-1,63
1212,0,5,25.43,0.57,1.2,23.1,54.5,0.08,-2,25.3,24.4,-1,63
1213,0.2,6,26.41,0.74,1.2,22.9,55.4,0.06,0,24.8,24.1,-2,63
1214,1.3,39,32.23,0.66,2.3,23.3,57.6,0.04,-1,24.1,23.8,-1,63
1215,0.5,10,27.26,0.66,1.3,24.1,54.2,0.01,0,25.1,24.9,-1,63
1216,1,25,30.88,0.96,1.6,23.3,55.2,0.03,0,24.6,24.2,-2,63
1217,0.5,9,27.09,0.61,1.3,23.9,55.9,0.05,0,25.4,24.9,0,63
1218,0.9,22,29.69,0.7,1.6,23.9,53.4,0.06,0,25.9,25.2,-1,63
1219,1.5,49,32.21,0.52,2.4,23.8,54,0.03,-1,25.9,25.3,-1,63
1220,0.6,13,28.25,0.94,1.3,23.5,43.2,0.02,0,24.3,24.1,1,59.5
1221,1.3,42,32.86,0.9,2.1,24.1,41.9,0.02,0,24.8,24.6,0,59.5
1222,0.3,7,26.48,0.58,1.5,22.8,38.8,0.04,-2,25.2,24.4,-2,59.5
1223,0.1,5,25.74,0.59,1.3,23,38.4,0.06,0,25.1,24.3,0,59.5
1224,0.7,17,28.69,0.66,1.8,22.5,36.7,0.09,-2,25.1,24.1,0,59.5
1225,0.5,9,27.75,1.03,1.2,22.1,41.9,0.06,-1,25.1,24,0,59.5
1226,0,5,25.32,0.73,1.2,22.6,46.3,0.06,-1,23.8,23.4,1,60
1227,0.4,9,27.31,0.89,1.3,23.1,45.7,0.07,0,24.2,23.8,0,60
1228,0.2,6,25.71,0.4,1.7,22.7,47.9,0.03,0,24.1,23.7,0,60
1229,1,27,29.67,0.47,2.3,22.5,47.5,0.03,0,24.1,23.7,0,60
1230,0.8,17,29.29,0.81,1.6,22.8,47.2,0.04,0,24.2,23.8,1,60
1231,1.1,32,30.69,0.68,2,24.5,41.2,0.04,0,24.6,24.6,0,60
1232,0.4,9,26.52,0.58,1.2,25.2,40.2,0.09,1,26.4,25.9,0,63.5
1233,0.4,8,26.42,0.58,1.2,25.1,39.8,0.04,0,26.4,26,0,63.5
1234,0.4,9,26.61,0.62,1.2,24.6,43.6,0.02,2,26,25.6,0,63.5
1235,0.6,12,27.29,0.56,1.4,24.6,41.4,0.06,0,26.3,25.7,0,63.5
1236,0.7,15,27.78,0.51,1.6,24.3,42,0.04,2,26.2,25.6,2,63.5
1237,0.6,12,27.4,0.57,1.5,24.8,43.9,0.18,0,26.6,25.7,0,63.5
1238,0.5,10,26.92,0.63,1.2,25.1,43.1,0.03,0,26.5,26.1,0,63.5
1239,0.8,19,28.12,0.58,1.4,25.4,41,0.07,0,27,26.4,1,63.5
1240,0.8,20,28.42,0.63,1.2,26.4,41.1,0.14,2,28.3,27.4,-1,63.5
1241,0.3,7,26.4,0.63,1,25.2,54.3,0.03,0,27,26.5,0,63.6
1242,2,78,33.75,0.48,2.8,25.3,53.7,0.02,0,26.6,26.3,0,63.6
1243,1.3,43,31.06,0.43,2.2,25.2,53,0.03,1,26,25.8,0,63.6
1244,1.8,65,33.47,0.49,2.5,25.4,53,0.1,2,27.5,26.6,0,63.6
1245,1.1,30,29.95,0.48,1.9,25.1,54.1,0.06,1,26.2,25.8,-2,63.6
1246,0.6,12,27.22,0.63,1.2,25.2,50.8,0.02,0,26.4,26.1,1,62.3
1247,0.7,15,27.82,0.72,1.2,25.3,49.3,0.02,2,26.3,26,1,62.3
1248,0.8,20,28.35,0.45,1.6,25,51,0.05,0,27.3,26.5,0,62.3
1249,0.7,15,27.68,0.63,1.2,25.7,51.4,0.06,0,26.7,26.3,0,62.3
1250,0.9,21,28.58,0.67,1.3,25.5,52.7,0.03,1,27.2,26.7,1,62.3
1251,0.9,22,28.55,0.68,1.2,26,51,0.05,1,27.4,26.9,-1,62.3
1252,0.9,24,28.69,0.54,1.4,25.9,50.1,0.07,1,27.6,27,-1,62.3
1253,0.7,15,27.32,0.52,1.2,26.3,47.7,0.02,1,27.4,27.1,0,62.3
1254,0.9,22,28.21,0.54,1.3,26.5,49.3,0.04,1,27.8,27.4,-1,62.3
1255,2.1,80,33.11,0.43,2.8,26.5,32.2,0.04,0,27.5,27.2,0,69.2
1256,1.3,40,30.36,0.48,2.2,25.7,34.8,0.04,-1,25.6,25.6,1,69.2
1257,0.9,23,28.73,0.47,2.3,22.9,31.7,0.06,-1,24,23.6,0,69.2
1258,0.8,19,27.61,0.58,1.2,27.1,37.1,0.01,2,27.4,27.3,1,69.2
1259,0.8,18,27.56,0.56,1.2,26.5,38.3,0.07,0,27.6,27.2,0,69.2
1260,0.1,5,25.78,0.61,1.1,23.6,29.1,0.08,0,27.4,25.9,0,69.2
1261,-0.1,5,24.89,0.53,1.4,21.7,31.9,0.25,0,27.4,24.3,0,69.2
1262,0,5,25.37,0.5,1.4,22.2,33.4,0.13,-2,25.4,24,0,69.2
1263,1.6,55,31.85,0.51,2.5,24.5,35.4,0.08,0,26,25.4,2,69.2
1264,0.6,12,26.9,0.63,1,26.5,34.6,0.03,1,28,27.6,0,69.2
1265,0.6,13,26.88,0.58,1,26.7,31.5,0.04,2,28.6,28,2,69.2
1266,0.7,16,27.34,0.58,1.2,26.5,34.9,0.03,2,27.5,27.2,0,69.2
1267,0.5,10,26.67,0.56,1,25.6,33.7,0.05,0,28.9,27.8,0,69.2
1268,0.4,9,26.84,0.56,1.3,25.6,41.8,0.12,0,26.2,25.9,0,64.7
1269,0.8,18,27.89,0.63,1.2,26.3,47.2,0.04,0,27,26.8,1,64.7
1270,0.7,16,27.76,0.55,1.5,25.3,38.4,0.06,0,26.3,26,2,64.7
1271,0.6,12,27.05,0.53,1.4,25,39.2,0.03,2,26.3,26,0,64.7
1272,0.8,17,28.13,0.53,1.6,24.8,43.2,0.02,-1,25.9,25.6,0,64.7
1273,0.7,15,27.98,0.72,1.3,24.8,49,0.04,0,26.1,25.7,1,64.7
1274,0.8,19,28.31,0.54,1.4,25.5,50.3,0.08,0,26.9,26.4,0,64.7
1275,0.4,9,27.4,0.58,1.2,22.7,56.8,0.12,0,28.3,25.8,0,64.7
1276,0.6,12,27.19,0.5,1.5,24.7,47.7,0.05,0,25.8,25.4,0,70.7
1277,0.5,10,27.02,0.65,1.2,25.4,46.8,0.2,0,27.3,26.3,2,70.7
1278,0.9,22,29.03,0.64,1.5,25.1,42.2,0.1,0,27.3,26.3,0,70.7
1279,1,27,29.69,0.53,1.7,25,43.7,0.12,0,27.3,26.3,0,70.7
1280,1.1,29,29.5,0.56,1.6,25.5,42.7,0.09,1,27.6,26.8,0,70.7
1281,1.6,56,30.68,0.51,2.5,25.1,38.6,0.25,0,27.5,26.2,0,70.7
1282,0.5,10,27.12,0.63,1.2,25.2,40.2,0.11,-2,26.8,26.1,-1,70.7
1283,0.6,14,27.28,0.63,1.2,25.8,38.6,0.08,0,26.9,26.4,0,70.7
1284,1.1,32,29.49,0.58,1.5,25.8,39,0.09,1,28.9,27.6,0,70.7
1285,1.8,67,32.05,0.58,2.4,27.1,36.6,0.23,1,28.4,27.7,1,70.7
1286,1.7,64,29.89,0.47,2.4,27.3,36.1,0.35,0,28.9,28,2,70.7
1287,1.1,30,30.14,0.61,1.6,25.6,42.6,0.13,-2,28,26.9,2,70.7
1288,0.9,22,28.34,0.68,1.2,26.1,42.8,0.04,1,27.7,27.2,1,70.7
1289,2,79,34.39,0.53,2.7,25.7,44.2,0.13,1,28,27,2,70.7
1290,0.8,17,28.05,0.7,1.2,25.2,46.4,0.06,0,27.2,26.5,-2,70.7
1291,0.6,13,27.21,0.5,1.2,25.7,44,0.1,0,27.9,27,-2,70.7
1292,0.9,23,28.45,0.48,1.5,25.5,44.9,0.08,0,28,27,0,70.7
1293,0.9,22,28.64,0.75,1.2,26,46.1,0.05,1,27.1,26.7,2,70.7
1294,0.7,16,27.67,0.58,1.2,26.2,46,0.09,1,27.3,26.9,0,70.7
1295,0.7,17,27.84,0.44,1.6,25.6,51.3,0.07,-1,25.5,25.5,2,67.7
1296,0.9,23,28.29,0.43,1.6,25.7,43,0.06,0,27.2,26.7,2,67.7
1297,0.8,19,27.69,0.57,1.2,26.7,41.9,0.02,1,27.5,27.3,0,67.7
1298,1.6,55,31.64,0.44,2,27.2,46,0.05,1,28.3,27.9,0,67.7
1299,0.9,24,29.06,0.56,1.6,24.7,45,0.06,0,27.2,26.3,0,67.7
1300,1,27,28.58,0.57,1.3,27.1,44.3,0.06,2,27.9,27.6,0,67.7
1301,1.3,41,30.58,0.48,2,25.2,39.7,0.07,1,27.9,26.8,0,67.7
1302,0.8,17,28.25,0.77,1.2,24.4,40.3,0.04,0,27.9,26.8,0,67.7
1303,1,28,29.25,0.43,2,23.3,37.7,0.04,0,27.8,26.3,0,67.7
1304,0.5,10,27.19,0.53,1.3,24.7,44.9,0.13,-2,26.8,25.8,2,67.7
1305,1.1,30,29.06,0.68,1.2,27.3,45.6,0.03,1,27.8,27.7,0,67.7
1306,1,28,28.56,0.56,1.2,27.2,46.7,0.03,2,28.4,28.1,2,67.7
1307,1.1,29,28.49,0.52,1.2,27.5,45.8,0.04,1,28.6,28.3,1,67.7
1308,0.7,15,27.24,0.47,1.2,25.8,45.3,0.07,0,28.3,27.3,0,67.7
1309,1.1,30,29.57,0.58,1.5,26.1,48.4,0.04,1,27.8,27.3,1,67.7
1310,0.7,16,27.55,0.59,1.2,25.9,42.9,0.02,1,27.6,27.2,2,67.7
1311,0.7,14,28.06,0.53,1.5,24.1,52.3,0.11,0,26.7,25.6,1,63.8
1312,0.5,11,27.33,0.68,1.2,24.2,47.5,0.09,0,26.7,25.7,2,63.8
1313,0.4,8,26.51,0.64,1.2,24.7,43.5,0.05,0,25.8,25.4,1,63.8
1314,0.5,10,26.66,0.48,1.2,25.2,49.9,0.05,0,27.3,26.6,2,63.8
1315,0.5,10,26.98,0.58,1.2,23.9,43.5,0.06,0,27.9,26.5,1,63.8
1316,0.2,6,25.82,0.51,1.2,24.1,41.3,0.05,-1,26.7,25.9,0,63.8
1317,0.3,6,25.99,0.49,1.3,23.7,42.6,0.07,-2,26.1,25.2,0,63.8
1318,0.9,21,28.48,0.53,1.5,25.8,48.6,0.05,0,26.7,26.4,2,63.8
1319,1.1,29,28.99,0.56,1.3,26.5,45.4,0.06,1,28.4,27.8,0,63.8
1320,0.4,8,27.12,0.56,1.3,23,48.2,0.12,-1,27.1,25.3,0,63.8
1321,0.5,9,26.59,0.59,1.2,25.4,44,0.04,-2,26.1,25.9,1,63.8
1322,0.9,21,28.66,0.54,1.6,25.5,46.1,0.06,-2,26,25.8,0,63.8
1323,0.6,13,27.23,0.59,1.2,25.7,43.8,0.07,0,27,26.5,0,63.8
1324,0.4,8,26.43,0.58,1.2,24.6,36,0.05,0,27,26.1,1,63.8
1325,0,5,24.93,0.5,1.3,24,55.5,0.03,0,24.1,24.1,0,63.5
1326,0.5,10,27.57,0.56,1.6,23.1,59.7,0.02,0,24.3,24,0,63.5
1327,0.6,13,27.55,0.43,2,21.8,45.5,0.09,-2,24.3,23.3,2,63.5
1328,0.6,13,28.34,0.69,1.7,22.1,44.3,0.07,-1,23.9,23.2,0,63.5
1329,0,5,25.26,0.53,1.5,21.8,45.6,0.1,-1,23.9,23,0,63.5
1330,-0.2,6,24.88,0.56,1.3,21.5,45.6,0.15,0,24.7,23.2,0,63.5
1331,0.4,9,27.23,0.63,1.2,24.8,54.6,0.15,0,26.5,25.7,2,63.5
1332,0.5,9,27.18,0.56,1.2,24.1,55,0.11,0,27.4,26,2,63.5
1333,1,25,29.21,0.51,1.6,25.6,54.3,0.05,0,26.6,26.2,0,63.5
1334,0.6,13,27.32,0.58,1.2,25.8,52.8,0.04,0,26.6,26.3,0,63.5
1335,0.9,24,29.32,0.49,1.7,24.6,55.5,0.05,0,26.3,25.7,0,63.5
1336,0.2,6,25.87,0.58,1.2,23.8,52.6,0.05,0,25.6,25,0,63.5
1337,0.7,16,28.34,0.75,1.2,25,60.1,0.02,0,26.2,25.9,0,63.5
1338,0.9,22,28.8,0.44,1.6,25.2,57.8,0.04,0,26.9,26.4,1,63.5
1339,2,77,33.81,0.44,2.6,26.6,48.9,0.06,1,27.7,27.3,3,63.5
1340,-0.1,5,24.91,0.64,1.2,23.3,53.6,0.07,0,23.5,23.4,0,64.8
1341,0.2,6,25.78,0.63,1.2,23.8,55.5,0.03,1,24.6,24.4,0,64.8
1342,1.4,48,31.83,0.47,2.5,24.3,53.8,0.04,0,24.8,24.7,0,64.8
1343,0.6,14,27.39,0.6,1.2,25.9,52.7,0.05,0,26.3,26.2,2,64.8
1344,0.8,19,28.11,0.63,1.2,26.1,51.1,0.05,0,27.2,26.8,2,64.8
1345,0.6,13,27.62,0.62,1.3,24.7,48.7,0.06,0,26.9,26.1,0,64.8
1346,0.2,6,26.42,0.54,1.4,22.5,52,0.12,-1,25.5,24.2,0,64.8
1347,0.5,11,27.07,0.68,1.2,25.2,48.9,0.01,1,25.6,25.5,0,64.8
1348,0.3,7,26.69,0.68,1.2,24.7,47.9,0.15,0,25.6,25.2,0,64.8
1349,0.9,20,28.84,0.73,1.2,25.5,60,0.09,0,26.8,26.3,0,64.8
1350,1,26,29.11,0.48,1.7,25,46,0.05,-1,26.9,26.2,0,64.8
1351,0.6,12,27.15,0.58,1,26.1,55.5,0.1,2,27.8,27.1,1,67
1352,2,75,34.08,0.46,2.5,26.4,55.3,0.07,2,27.7,27.2,0,67
1353,0.9,22,27.94,0.58,1,27.1,54.8,0.08,0,28.5,27.9,0,67
1354,1.4,48,31.95,0.54,2.1,25.9,55.6,0.17,0,27.8,26.8,0,67
1355,1,26,28.89,0.48,1.4,26.4,53.8,0.09,0,27.8,27.3,0,67
1356,1.3,41,31.3,0.47,1.9,26.5,54.3,0.13,0,27.6,27.1,0,67
1357,1.4,44,31.81,0.75,1.5,26.5,54.5,0.06,1,27.8,27.3,0,67
1358,1.4,43,31.67,0.49,1.9,25.8,55.9,0.12,0,27.9,27,0,67
1359,1.3,39,29.8,0.63,1.2,27.2,52.6,0.04,1,29.2,28.6,-1,67
1360,1,27,28.82,0.6,1.2,27.1,46.7,0.1,1,28.4,27.8,2,67.1
1361,1,27,28.5,0.43,1.3,27.1,46.3,0.1,2,28.7,28,0,67.1
1362,1.3,39,30.8,0.69,1.4,26.6,49.1,0.11,1,28.8,27.8,-1,67.1
1363,0.9,23,28.39,0.57,1.3,26.9,47.4,0.18,1,28.6,27.8,2,67.1
1364,1.3,38,29.7,0.65,1.2,27.5,48.3,0.08,2,28.9,28.4,-1,67.1
1365,1.5,50,31.29,0.56,1.6,27.1,47.3,0.06,1,29.6,28.7,1,67.1
1366,1.6,55,31.84,0.56,1.6,27.7,47.2,0.15,2,30.7,29.3,-2,67.1
1367,1.2,35,29.25,0.58,1.2,27.2,47.8,0.07,1,29.3,28.5,2,67.1
1368,1.6,55,31.69,0.48,2,26.3,50.3,0.18,2,29.9,28.1,0,67.1
1369,1.5,48,30.61,0.45,1.6,27.6,47.3,0.05,2,29.4,28.8,0,67.1
1370,1.6,58,30.94,0.28,2,27.4,48.4,0.05,0,29.4,28.7,0,67.1
1371,0.7,15,27.23,0.51,1.2,26.8,50.5,0.05,2,26.7,26.7,2,68.4
1372,1.4,43,30.74,0.49,1.7,27.3,50.1,0.06,2,28.1,27.8,2,68.4
1373,2.1,83,33.73,0.36,2.7,27.4,48.7,0.03,2,28.1,27.9,1,68.4
1374,1.1,30,28.68,0.43,1.4,27.5,47.7,0.02,1,28.1,28,1,68.4
1375,1.7,60,32.73,0.58,2,27.1,49.6,0.17,0,29.4,28.2,1,68.4
1376,1.2,36,28.94,0.57,1.4,27.2,49.1,0.29,1,30.1,28.5,-1,68.4
1377,1.5,50,31.26,0.51,1.6,27.4,49.6,0.09,2,29.5,28.7,1,68.4
1378,1.4,43,31.05,0.61,1.6,27.8,48.8,0.04,2,27.2,27.4,-1,68.4
1379,1.2,38,30.16,0.49,1.6,27.1,51.3,0.03,0,27.8,27.6,1,68.4
1380,0.9,21,29.01,0.64,1.4,25.2,55.5,0.06,0,26.1,25.8,0,64.1
1381,0.8,17,27.98,0.54,1.3,25.6,54.2,0.07,1,26.9,26.4,0,64.1
1382,1.2,37,30.99,0.58,1.7,25.8,53.4,0.09,2,27.3,26.7,1,64.1
1383,1.3,38,30.25,0.5,1.6,26.9,50.9,0.04,2,28,27.6,2,64.1
1384,0.8,19,27.99,0.63,1.2,25.4,48.2,0.23,1,29.8,27.5,0,70.5
1385,1.2,37,30,0.66,1.3,26.9,48.2,0.06,1,28.4,27.9,0,70.5
1386,1.4,44,30.81,0.53,1.6,27.7,45.7,0.15,2,29.2,28.5,1,70.5
1387,1.3,40,30.08,0.54,1.4,27.4,50.2,0.03,1,28.8,28.4,0,70.5
1388,1.1,31,29.64,0.61,1.3,26.4,48.2,0.16,0,29.5,28,0,70.5
1389,1.2,37,28.29,0.68,1.2,28.5,43.9,0.42,2,30.1,29.2,1,70.5
1390,1,27,28.9,0.52,1.2,26.2,48,0.12,0,29.9,28.3,0,70.5
1391,1,25,28.71,0.58,1.2,26.1,49.6,0.18,0,30.1,28.1,-1,70.5
1392,1.7,62,32.49,0.54,2.5,25.4,58.5,0.23,0,26.5,25.9,2,72.2
1393,1.2,35,31.81,0.56,2,23.9,63.9,0.13,-2,26.7,25.4,2,72.2
1394,1.2,37,31.78,0.56,2,24.3,62.2,0.12,-2,26.5,25.5,2,72.2
1395,0.8,20,28.73,0.74,1.2,25.2,59,0.03,0,27,26.4,-1,72.2
1396,0.5,11,27.64,0.51,1.2,25.2,61.3,0.14,0,27.7,26.5,0,72.2
1397,0.5,11,26.85,0.41,1.2,25.2,59.7,0.09,0,27.7,26.7,2,72.2
1398,1.2,37,30.92,0.59,1.6,25.4,59.5,0.07,0,28.2,27.1,0,72.2
1399,1.1,32,30.21,0.5,1.6,26.5,56.2,0.15,1,28,27.3,2,72.2
1400,1.5,52,30.6,0.44,2.1,26.9,53.4,0.25,0,28.3,27.6,0,72.2
1401,1.2,34,29.72,0.44,1.6,26.5,53.4,0.02,1,28,27.7,2,72.2
1402,0.7,17,27.87,0.43,1.6,25.2,51.1,0.06,0,26,25.7,0,65.2
1403,0.3,7,26.01,0.58,1.2,25,37.3,0.06,-1,25.8,25.5,0,65.2
1404,0.4,8,26.34,0.58,1.2,24.8,37.3,0.07,0,26.5,25.9,0,65.2
1405,1.3,39,30.53,0.47,1.9,26,48.4,0.07,1,27.3,26.8,0,65.2
1406,1.2,36,29.98,0.47,1.7,26.6,47.3,0.05,0,27.6,27.3,1,65.2
1407,1,26,29.95,0.72,1.6,24.7,51.8,0.05,0,26.3,25.7,0,65.2
1408,0.2,6,26.62,0.53,1.5,22,42.9,0.15,0,26.6,24.4,1,65.2
1409,0.2,6,26.02,0.84,1.1,23.6,40.2,0.06,0,24.2,24,0,65.2
1410,0.9,24,28.91,0.51,1.5,25.4,50.5,0.07,0,27.3,26.6,0,64
1411,0.3,7,26.65,0.53,1.6,22.2,42.1,0.17,0,26.1,24.2,0,64
1412,0,5,25.29,0.63,1.2,23.9,38.9,0.1,0,24.5,24.3,0,64
1413,0.5,10,27.72,0.77,1.3,23,40.3,0.12,0,26.4,24.8,0,64
1414,0.7,16,27.47,0.33,1.7,25,54.4,0.02,0,26.2,25.9,0,64
1415,0.4,9,26.44,0.51,1.2,25.3,49.5,0.04,0,26.6,26.2,0,64
1416,0.7,14,27.26,0.56,1.2,26,46.2,0.02,2,27.1,26.8,0,64
1417,0.7,16,27.55,0.56,1.2,26.3,49.2,0.02,1,27.1,26.9,0,64
1418,0.4,8,26.72,0.53,1.2,24,53.8,0.08,0,27,25.8,0,64
1419,0,5,25.23,0.58,1.2,23.9,54.9,0.23,0,26.2,25,0,64
1420,0.4,9,26.97,0.49,1.5,24.1,54,0.17,0,26,25.1,0,64
1421,0.4,8,26.49,0.58,1.2,24.9,57.3,0.03,0,25.5,25.3,0,64.7
1422,1.3,38,31.43,0.63,1.9,25.3,55.2,0.04,0,26.3,26,0,64.7
1423,0.5,10,27.01,0.6,1.2,24.8,56.4,0.04,0,26.3,25.8,0,64.7
1424,1,28,29.68,0.44,1.8,25,57.4,0.05,1,26.6,26.1,2,64.7
1425,1.3,42,31.31,0.51,1.9,25.7,54.7,0.09,0,27.4,26.7,0,64.7
1426,0.9,21,28.5,0.54,1.3,26,54.1,0.09,1,27.3,26.8,1,64.7
1427,0.8,19,28.28,0.63,1.2,25.7,57.8,0.07,1,27.1,26.6,1,67.6
1428,0.8,20,28.13,0.62,1.2,26.1,55.9,0.04,0,27.5,27.1,0,67.6
1429,0.6,14,26.94,0.39,1.2,26.6,54.5,0.05,2,27.6,27.2,3,67.6
1430,1.1,32,29.16,0.61,1.2,27,52.2,0.03,2,28.5,28.1,2,67.6
1431,1.1,28,28.4,0.46,1.2,27.6,51.6,0.03,0,28.6,28.3,0,67.6
1432,1.1,32,30.57,0.51,2,24,57.2,0.08,0,26,25.2,0,67.1
1433,1.2,34,30.98,0.66,1.7,25,54.8,0.04,0,26.5,26.1,0,67.1
1434,0.9,21,29.5,0.51,2,23.4,57.3,0.1,0,24.2,23.9,0,67.1
1435,0.5,10,26.96,0.59,1.3,24.5,53.7,0.06,0,25.4,25.1,0,67.1
1436,0.4,8,26.84,0.68,1.2,24.2,54.2,0.06,0,25.5,25,2,67.1
1437,0.5,9,27.01,0.63,1.2,24.5,61.2,0.08,1,25.7,25.2,1,67.1
1438,1.7,60,32.73,0.44,2.6,24,55.3,0.08,0,26.3,25.4,0,67.1
1439,0.5,10,27.22,0.61,1.3,24.2,60.9,0.08,0,25.5,25,0,67.1
1440,-0.1,5,25.01,0.52,1.2,22.9,46.5,0.07,0,25.8,24.6,0,67.1
1441,0.1,5,25.49,0.63,1.2,23.4,49.1,0.05,0,24.7,24.3,-1,67.1
1442,0.8,18,28.46,0.6,1.4,25.4,56.9,0.03,1,25.8,25.7,0,67.1
1443,1.1,30,30.21,0.59,1.5,25.1,62.7,0.09,0,27.6,26.5,0,67.1
1444,0.5,10,27.24,0.58,1.2,25,56.4,0.11,0,26.6,25.9,-1,67.1
1445,1.8,67,33.18,0.47,2.4,26,50.3,0.06,0,27.8,27.1,2,67.1
1446,0.6,12,27.22,0.63,1.2,25.7,49.5,0.06,2,26,25.9,2,67.1
1447,0.6,13,27.21,0.56,1.2,25.9,49.8,0.03,1,26.7,26.5,2,67.1
1448,0.9,22,28.79,0.57,1.4,25.7,51.1,0.09,0,27.1,26.5,1,67.1
1449,0.6,12,27.01,0.59,1.2,25.4,44.2,0.05,1,26.8,26.3,0,67.1
1450,0.4,8,26.19,0.51,1.2,25.1,43.9,0.05,0,26.6,26.1,0,67.1
1451,1.2,36,29.96,0.43,2,25.3,44,0.04,2,26.8,26.3,1,67.1
1452,0.6,12,27.9,0.61,1.3,24.6,50,0.13,-1,26.6,25.7,0,67.1
1453,0.6,13,27.83,0.43,2,21.6,50.9,0.08,0,24.6,23.4,1,66.9
1454,0.1,5,25.32,0.57,1.2,23.7,39.8,0.04,0,25.2,24.7,0,66.9
1455,0,5,25.7,0.58,1.2,23.5,52.1,0.13,0,25.4,24.5,0,66.9
1456,0.3,7,25.99,0.51,1.2,25.1,49.4,0.02,0,26,25.8,2,66.9
1457,1.1,33,29.91,0.48,1.8,26,49.1,0.01,-1,26.6,26.5,2,66.9
1458,0.8,18,27.94,0.64,1.2,26,46.9,0.05,0,27.2,26.8,0,66.9
1459,1,26,28.39,0.58,1.2,27.7,45.5,0.05,0,27.6,27.6,1,66.9
1460,1.8,67,32.76,0.46,2.5,25.8,44,0.05,0,27,26.6,0,66.9
1461,0.8,20,28.02,0.6,1.2,26.2,47.2,0.06,0,27.6,27.1,0,66.9
1462,1,25,29.24,0.51,1.6,24.9,54,0.05,0,27.3,26.5,2,66.9
