Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation,PMV,PPD,SET,Clo,Met
26.1,60,0.13,29.7,0,0.3,7,26.62,0.63,1
26.1,60,0.13,29.7,0,0.3,7,26.62,0.63,1
28,54,0.02,29.7,0,1.2,34,29.44,0.63,1.2
30.3,56,0.26,29.7,0,1.5,51,29.22,0.62,1
26,38,0.14,29.7,0,0.2,6,26.2,0.72,1
26,38,0.14,29.7,0,0,5,25.57,0.62,1
26,38,0.14,29.7,0,0.1,5,25.95,0.68,1
24.6,44,0.01,29.7,0,-0.1,5,24.83,0.68,1
24.6,44,0.01,29.7,0,-0.1,5,24.83,0.68,1
24.7,46,0,29.7,0,-0.1,5,24.96,0.68,1
26.5,43,0.02,29.7,0,0.4,8,26.25,0.68,1
26.5,43,0.02,29.7,0,0.4,8,26.25,0.68,1
26.5,43,0.02,29.7,0,0.4,8,26.25,0.68,1
26.5,43,0.02,29.7,0,0.4,8,26.25,0.68,1
26.4,41,0.1,29.7,0,0.2,6,26.02,0.68,1
26.4,41,0.1,29.7,0,0.2,6,26.02,0.68,1
26.4,41,0.1,29.7,0,0.2,6,26.02,0.68,1
26.4,41,0.1,29.7,0,0.2,6,26.02,0.68,1
26.3,38,0.02,30.8,0,0.4,9,26.39,0.64,1
26.3,38,0.02,30.8,0,0.4,9,26.39,0.64,1
25.8,42,0.12,30.8,0,0.1,5,25.76,0.64,1
25.8,42,0.12,30.8,0,0.4,8,27.02,0.84,1
25.8,42,0.12,30.8,0,0.1,5,25.95,0.67,1
25.8,42,0.12,30.8,0,0.2,6,26.34,0.73,1
25.2,48,0.09,30.8,0,0.2,6,26.02,0.73,1
25.2,48,0.09,30.8,0,0.1,5,25.62,0.67,1
25.3,57,0.04,30.8,0,0.2,6,25.76,0.67,1
25.9,55,0.09,30.8,0,0.8,20,28.45,0.84,1
25.9,55,0.09,30.8,0,0.6,12,27.16,0.64,1
25.9,55,0.09,30.8,0,0.7,15,27.75,0.73,1
25.9,55,0.09,30.8,0,0.7,16,27.88,0.75,1
29.5,72,0.44,30.8,0,1.4,44,29.35,0.73,1
28,49,0.06,30.8,0,1.1,29,28.52,0.7,1
28,49,0.06,30.8,0,1.1,31,28.71,0.73,1
28.1,49,0.02,30.8,0,1,25,28.1,0.64,1
26.1,52,0.02,30.8,0,0.4,8,26.42,0.64,1
23.3,55,0.05,30.8,0,0.2,6,26.22,0.97,1
23.3,55,0.05,30.8,0,-0.4,9,23.91,0.64,1
23.3,55,0.05,30.8,0,0.5,11,27.87,0.97,1.2
23.3,55,0.05,30.8,0,0.2,6,26.22,0.97,1
24.7,58,0.02,30.8,0,-1,28,25.68,0.97,0.7
24.7,58,0.02,30.8,0,0.1,5,25.73,0.73,1
24.7,58,0.02,30.8,0,0.1,5,25.51,0.7,1
24.7,58,0.02,30.8,0,-1.3,42,25.02,0.84,0.7
24.4,51,0.14,30.8,0,-0.3,7,24.86,0.67,1
24.4,51,0.14,30.8,0,-0.2,6,25.07,0.7,1
23.9,50,0.07,30.8,0,0.2,6,26.33,0.97,1
23.9,50,0.02,30.8,0,0,5,25.43,0.84,1
23.9,49,0.13,30.8,0,-0.1,5,25.5,0.84,1
23.5,44,0.04,30.8,0,-0.5,10,23.8,0.7,1
23.5,44,0.04,30.8,0,-0.4,8,24.14,0.75,1
25.1,47,0.16,30.8,0,0,5,25.5,0.84,1
25.1,47,0.16,30.8,0,0,5,25.5,0.84,1
25.1,47,0.16,30.8,0,-0.2,6,24.89,0.75,1
25.5,47,0.16,30.8,0,0.1,5,25.9,0.84,1
25.5,47,0.16,30.8,0,0.1,5,25.9,0.84,1
28.6,65,0.02,30.8,0,1.5,53,31.08,0.84,1
28.6,65,0.02,30.8,0,1.4,46,30.17,0.7,1
28.8,65,0.05,30.8,0,1.4,46,30,0.64,1
28.8,65,0.05,30.8,0,0.4,8,28.95,0.73,0.7
28.8,65,0.05,30.8,0,1.4,48,30.2,0.67,1
29.4,63,0.04,30.8,0,1.6,55,30.49,0.64,1
29.4,63,0.04,30.8,0,1.6,58,30.88,0.7,1
29.8,61,0.02,30.8,0,1.7,61,30.75,0.64,1
27.6,47,0.2,30.8,0,0.7,15,27.32,0.67,1
27.6,47,0.2,30.8,0,0.9,23,28.38,0.84,1
26,50,0.23,30.8,0,0.2,6,25.98,0.67,1
26,50,0.23,30.8,0,0.1,5,25.78,0.64,1
25.4,52,0.06,30.8,0,0.3,6,26.01,0.64,1
25.4,52,0.06,30.8,0,0.6,12,27.34,0.84,1
26.5,61,0.16,30.8,0,0.5,10,27.17,0.7,1
27,66,0.19,30.8,0,-1.2,34,25.62,0.64,0.7
26.9,64,0.3,30.8,0,0.4,9,26.47,0.73,1
26.9,64,0.3,30.8,0,0.4,8,26.24,0.7,1
26.9,64,0.3,30.8,0,0.4,9,26.47,0.73,1
26.1,60,0.11,30.8,0,0.2,6,26.05,0.64,1
26.3,53,0.12,30.8,0,0.4,8,26.84,0.67,1
26.3,53,0.12,30.8,0,0.3,8,26.63,0.64,1
27,54,0.19,30.8,0,0.5,10,26.93,0.7,1
27,54,0.19,30.8,0,0.7,16,27.87,0.84,1
26,49,0.12,30.8,0,0.1,5,25.94,0.73,1
25.8,49,0.18,30.8,0,0,5,25.43,0.73,1
25.8,49,0.18,30.8,0,-0.1,5,25.22,0.7,1
25.5,39,0.13,30.8,0,-0.1,5,25.27,0.64,1
25.5,39,0.13,30.8,0,-0.1,5,25.27,0.64,1
25,41,0.16,30.8,0,-0.3,7,24.68,0.64,1
25.1,41,0.02,30.8,0,0,5,25.28,0.67,1
25.1,41,0.02,30.8,0,0.3,7,26.36,0.84,1
25.1,41,0.02,30.8,0,0,5,25.08,0.64,1
25.9,43,0.15,30.8,0,0.1,5,25.8,0.67,1
25.9,43,0.15,30.8,0,0.2,6,26.19,0.73,1
25.9,43,0.15,30.8,0,0.1,5,25.8,0.67,1
25.9,43,0.15,30.8,0,0.1,5,25.99,0.7,1
25.9,43,0.15,30.8,0,0.1,5,25.99,0.7,1
26.4,38,0.02,30.8,0,0.3,7,26.15,0.67,1
26.4,38,0.02,30.8,0,0.3,7,26.15,0.67,1
27.1,56,0.09,30.8,0,0.7,16,27.71,0.7,1
27.1,56,0.09,30.8,0,0.8,17,27.91,0.73,1
27.1,56,0.09,30.8,0,0.9,23,28.7,0.64,1.2
28.1,59,0.23,30.8,0,0.9,21,27.87,0.7,1
28.1,46,0.13,30.8,0,0.7,15,27.51,0.64,1
27.7,44,0.05,30.8,0,0.9,22,27.98,0.73,1
29.4,52,0.01,30.8,0,1.7,61,30.98,0.84,1
29.4,52,0.01,30.8,0,1.6,59,31.22,0.67,1.2
29.4,52,0.01,30.8,0,1.5,51,29.81,0.64,1
28.9,55,0.02,30.8,0,1.4,48,29.8,0.67,1
28.9,55,0.02,30.8,0,1.4,46,29.62,0.64,1
26.2,64,0.12,30.8,0,0.5,11,27.49,0.64,1
26.2,64,0.12,30.8,0,0.5,11,27.49,0.64,1
26.2,64,0.12,30.8,0,0.6,12,27.71,0.67,1
26.7,54,0.1,30.8,0,0.5,11,27.1,0.64,1
26.7,54,0.1,30.8,0,0.6,14,27.51,0.7,1
26.8,54,0.1,30.8,0,0.6,14,27.5,0.7,1
26.8,54,0.06,30.8,0,0.6,12,26.89,0.64,1
26.3,53,0.12,30.8,0,0.4,9,27.04,0.7,1
26.3,53,0.12,30.8,0,0.5,10,27.24,0.73,1
28.8,63,0.35,30.8,0,1,28,27.94,0.64,1
28.8,65,0.04,30.8,0,1.7,63,32.15,0.97,1
28.8,65,0.04,30.8,0,1.4,47,30.09,0.64,1
28.8,65,0.04,30.8,0,1.6,58,31.38,0.84,1
28.8,65,0.04,30.8,0,1.7,63,32.15,0.97,1
29.1,66,0.23,30.8,0,1.2,36,29.09,0.64,1
29,65,0.13,30.8,0,1.6,57,31.73,0.84,1
29,65,0.13,30.8,0,1.7,63,32.48,0.97,1
29,65,0.13,30.8,0,1.6,57,31.73,0.84,1
30.1,66,0.1,30.8,0,2,76,33.48,0.97,1
30.1,66,0.56,30.8,0,1.6,58,30,0.84,1
30.1,66,0.56,30.8,0,1.6,58,30,0.84,1
30.1,66,0.56,30.8,0,1.5,52,29.31,0.75,1
29.9,67,0.21,30.8,0,1.8,69,33.12,0.84,1.2
29.9,67,0.21,30.8,0,1.8,66,31.76,0.84,1
29.9,67,0.21,30.8,0,1.8,66,31.76,0.84,1
26.1,44,0.02,30.8,0,0.3,6,25.92,0.64,1
26,44,0.13,30.8,0,0.2,6,26.33,0.67,1
26,44,0.13,30.8,0,0.2,6,26.33,0.67,1
26,44,0.13,30.8,0,0.2,6,26.33,0.67,1
26.5,43,0.07,30.8,0,0.6,11,26.94,0.73,1
26.5,43,0.07,30.8,0,0.6,11,26.94,0.73,1
26.4,42,0.16,30.8,0,0.2,6,26.14,0.67,1
26.4,42,0.16,30.8,0,0.2,6,25.94,0.64,1
26.7,41,0.6,30.8,0,-0.6,12,23.1,0.64,1
26.7,41,0.6,30.8,0,-0.3,7,23.75,0.73,1
26.7,41,0.22,30.8,0,0.3,6,26.02,0.7,1
25.9,38,0.01,21.6,0,0.2,6,25.75,0.68,1
25.9,38,0.01,21.6,0,0.1,5,25.37,0.62,1
25.9,38,0.01,21.6,0,0.2,6,25.75,0.68,1
27.5,29,0.06,21.6,0,0.6,11,26.62,0.63,1
27.9,31,0.27,21.6,0,0.3,7,25.75,0.68,1
27.9,31,0.27,21.6,0,0.3,7,25.75,0.68,1
27.9,31,0.27,21.6,0,0.3,7,25.75,0.68,1
28.1,31,0.03,21.6,0,0.8,17,27.17,0.63,1
28.1,31,0.03,21.6,0,0.8,17,27.17,0.63,1
28.1,31,0.03,21.6,0,0.8,17,27.17,0.63,1
25.9,45,0.37,21.6,0,-0.2,6,24.42,0.68,1
28.5,39,0.01,21.6,0,0.9,24,27.77,0.63,1
25.9,37,0.08,21.6,0,0.1,5,25.56,0.68,1
25.9,37,0.08,21.6,0,0.2,6,25.81,0.72,1
25.9,37,0.08,21.6,0,0.1,5,25.56,0.68,1
25.3,38,0.03,21.6,0,0,5,25.24,0.68,1
25.5,38,0.05,21.6,0,0.1,5,25.4,0.72,1
25.5,38,0.05,21.6,0,0,5,25.15,0.68,1
25.8,38,0.04,21.6,0,-0.1,5,24.87,0.63,1
26.4,32,0.04,21.6,0,0.2,6,25.7,0.68,1
26.4,32,0.04,21.6,0,0.2,6,25.7,0.68,1
26.4,32,0.04,21.6,0,0.1,5,25.33,0.62,1
26.4,32,0.04,21.6,0,0.2,6,25.7,0.68,1
26.4,32,0.04,21.6,0,0.2,6,25.7,0.68,1
26.2,31,0.05,21.6,0,0,5,25.18,0.62,1
26.2,31,0.05,21.6,0,0,5,25.18,0.62,1
26.2,31,0.05,21.6,0,0,5,25.18,0.62,1
28.1,33,0.05,21.6,0,0.8,20,27.51,0.68,1
26.8,50,0.01,21.6,0,0.6,12,26.91,0.68,1
26.8,50,0.01,21.6,0,0.6,12,26.91,0.68,1
27.3,48,0.07,21.6,0,0.7,14,27.13,0.68,1
27.3,48,0.07,21.6,0,0.7,14,27.13,0.68,1
27.3,48,0.07,21.6,0,0.7,14,27.13,0.68,1
27.3,49,0.01,21.6,0,0.7,14,27.07,0.63,1
27.8,47,0.15,21.6,0,0.6,14,27.43,0.68,1
27.8,44,0.19,21.6,0,0.6,13,27.07,0.68,1
28.7,41,0.02,21.6,0,1.1,32,28.47,0.68,1
28.7,41,0.02,21.6,0,1.1,32,28.47,0.68,1
28.9,40,0.01,21.6,0,1.2,34,28.56,0.68,1
28.8,40,0.01,21.6,0,1.1,31,28.4,0.68,1
28.8,40,0.01,21.6,0,1.1,31,28.4,0.68,1
29.2,38,0.01,21.6,0,1.3,39,28.8,0.68,1
29.2,38,0.01,21.6,0,1.5,51,30.26,0.95,1
26.6,35,0.04,21.6,0,0.2,6,25.63,0.68,1
25.1,51,0.05,21.6,0,0,5,25.25,0.68,1
25.1,51,0.05,21.6,0,0,5,25.25,0.68,1
25.1,51,0.05,21.6,0,0,5,25.25,0.68,1
25.7,50,0.07,21.6,0,0.2,6,25.73,0.68,1
26.5,52,0.01,21.6,0,0.5,10,26.67,0.68,1
26.7,49,0.01,21.6,0,0.4,9,26.37,0.62,1
27.2,43,0.01,21.6,0,0.6,12,26.8,0.63,1
27.3,42,0.04,21.6,0,0.7,14,27.12,0.68,1
27.4,42,0.01,21.6,0,0.7,16,27.27,0.68,1
26.2,42,0.04,21.6,0,0.3,7,26.12,0.72,1
26.2,42,0.04,21.6,0,0.1,5,25.47,0.62,1
26.2,42,0.04,21.6,0,0.2,6,25.86,0.68,1
25.5,41,0.02,21.6,0,0,5,25.2,0.68,1
25.5,41,0.02,21.6,0,-0.1,5,24.8,0.62,1
25.5,41,0.02,21.6,0,0,5,25.2,0.68,1
25.5,41,0.02,21.6,0,-0.1,5,24.87,0.63,1
25.2,40,0.05,21.6,0,-0.3,7,24.19,0.63,1
25.2,40,0.05,21.6,0,-0.3,7,24.19,0.63,1
24.4,45,0,21.6,0,-0.2,6,24.52,0.68,1
24.4,45,0,21.6,0,-0.2,6,24.52,0.68,1
24.4,45,0,21.6,0,-0.1,5,24.8,0.72,1
24.4,45,0,21.6,0,-0.1,5,24.8,0.72,1
24.4,45,0,21.6,0,-0.3,8,24.11,0.62,1
25.2,43,0.01,21.6,0,0,5,25.06,0.68,1
25.2,43,0.01,21.6,0,0,5,25.06,0.68,1
25.2,43,0.01,21.6,0,-0.1,5,24.72,0.63,1
25.2,43,0.01,21.6,0,0,5,25.06,0.68,1
25.2,43,0.02,21.6,0,0,5,25.03,0.68,1
25.2,43,0.02,21.6,0,0,5,25.03,0.68,1
25.2,43,0.02,21.6,0,0,5,25.03,0.68,1
25.2,43,0.02,21.6,0,0,5,25.03,0.68,1
25.2,43,0.02,21.6,0,0,5,25.03,0.68,1
26.7,40,0.08,21.6,0,0,5,25.07,0.68,1
26.7,40,0.08,21.6,0,-0.1,5,24.66,0.62,1
26.7,40,0.08,21.6,0,0.1,5,25.34,0.72,1
26.7,40,0.08,21.6,0,0,5,25.07,0.68,1
26.5,42,0.01,21.6,0,0,5,24.99,0.68,1
26.4,42,0.01,21.6,0,0.3,6,25.86,0.72,1
25.9,45,0.01,21.6,0,0.2,6,25.67,0.68,1
25.9,45,0.01,21.6,0,0.2,6,25.67,0.68,1
25.9,45,0.01,21.6,0,0.3,6,25.94,0.72,1
27.6,45,0.01,21.6,0,0.3,7,25.86,0.68,1
27.6,45,0.01,21.6,0,0.3,7,25.86,0.68,1
27.5,36,0.16,21.6,0,0.4,9,26.58,0.68,1
27.5,36,0.16,21.6,0,0.3,7,26.21,0.62,1
27.1,37,0.24,21.6,0,0.1,5,25.26,0.62,1
27.1,37,0.24,21.6,0,0.5,11,26.87,0.88,1
27.1,37,0.24,21.6,0,0.6,13,27.28,0.95,1
28.5,38,0.14,21.6,0,1.2,34,29.58,0.95,1
28.5,38,0.14,21.6,0,1.2,34,29.58,0.95,1
28.5,38,0.14,21.6,0,0.9,21,28.08,0.68,1
24.2,55,0.08,21.6,0,-0.4,8,23.89,0.62,1
24.2,55,0.08,21.6,0,-0.4,8,23.97,0.63,1
24.2,55,0.08,21.6,0,-0.4,8,23.97,0.63,1
29.8,41,0.17,21.6,0,1.4,47,30.04,0.95,1
30,41,0.25,21.6,0,1.2,36,28.17,0.68,1
30,41,0.25,21.6,0,1.2,36,28.17,0.68,1
30.1,41,0.19,21.6,0,1.3,39,28.68,0.68,1
30.1,41,0.19,21.6,0,1.9,73,33.87,0.73,2
29.3,41,0.12,21.6,0,1.1,32,28.85,0.72,1
29.3,41,0.12,21.6,0,1.1,30,28.62,0.68,1
29.2,38,0.05,21.6,0,1.5,50,30.2,0.95,1
29.2,38,0.05,21.6,0,1.8,67,32.7,0.53,2
29.2,38,0.05,21.6,0,1.2,35,28.4,0.62,1
27.2,40,0.01,21.6,0,0.5,11,26.62,0.63,1
27.2,40,0.01,21.6,0,0.5,11,26.62,0.63,1
27.2,40,0.01,21.6,0,0.6,13,26.93,0.68,1
25.6,41,0.01,21.6,0,0.1,5,25.61,0.68,1
25.6,41,0.01,21.6,0,0,5,25.22,0.62,1
25.6,41,0.01,21.6,0,0.2,6,25.87,0.72,1
25.6,41,0.01,21.6,0,0,5,25.22,0.62,1
24.3,42,0.02,21.6,0,-0.3,8,24.11,0.68,1
24.3,42,0.02,21.6,0,-0.3,8,24.11,0.68,1
24.3,42,0.02,21.6,0,-0.5,10,23.7,0.62,1
24.3,42,0.02,21.6,0,-0.3,8,24.11,0.68,1
24.3,42,0.02,21.6,0,-0.3,8,24.11,0.68,1
28.3,42,0.02,21.6,0,0,5,24.64,0.63,1
28.3,42,0.02,21.6,0,0,5,24.57,0.62,1
31,28,0.15,21.6,0,1.6,55,29.54,0.68,1
31,28,0.15,21.6,0,1.6,57,29.74,0.72,1
30.2,29,0.14,21.6,0,1.1,32,28.31,0.62,1
31.3,23,0.23,21.6,0,1.5,50,28.32,0.62,1
32.6,35,0.33,21.6,0,1.8,67,29.27,0.63,1.2
32.7,19,0.35,21.6,0,2,78,29.05,0.68,1
25.4,33,0.04,21.6,0,-0.3,7,24.19,0.68,1
31.5,24,0.2,21.6,0,1.6,56,28.83,0.63,1
31.5,24,0.2,21.6,0,1.6,56,28.78,0.62,1
29.9,20,0.15,21.6,0,1.3,42,28.85,0.68,1
25.7,40,0.04,21.6,0,0,5,25.23,0.68,1
28.6,37,0.23,31.5,0,0.5,10,26.23,0.62,1
30.2,36,0.05,31.5,0,1.5,52,29.48,0.68,1
25.3,42,0.08,31.5,0,0,5,24.99,0.68,1
26.7,32,0.24,31.5,0,0.5,9,26.56,0.68,1
26,35,0.18,31.5,0,-0.2,6,24.83,0.68,1
26,35,0.18,31.5,0,-0.3,7,24.51,0.63,1
26,35,0.18,31.5,0,-0.3,7,24.51,0.63,1
25,39,0.19,31.5,0,-0.6,11,23.74,0.68,1
26.4,35,0.17,31.5,0,0.1,5,25.82,0.63,1
27.1,43,0.08,31.5,0,0.4,8,26.3,0.68,1
27.1,43,0.08,31.5,0,0.4,8,26.3,0.68,1
27,43,0.13,31.5,0,0.4,8,26.68,0.63,1
27,43,0.13,31.5,0,0.5,11,27.25,0.72,1
25.5,44,0.11,31.5,0,-0.2,6,24.84,0.68,1
25.5,44,0.11,31.5,0,-0.2,6,24.84,0.68,1
24.5,46,0.07,31.5,0,-0.2,6,24.46,0.63,1
24.5,46,0.07,31.5,0,-0.1,5,24.81,0.68,1
24.5,46,0.07,31.5,0,-0.3,6,24.39,0.62,1
25.4,45,0.04,31.5,0,0,5,25.23,0.68,1
26.4,36,0.2,31.5,0,0,5,25.33,0.63,1
26.4,36,0.2,31.5,0,0,5,25.33,0.63,1
28.7,33,0.12,31.5,0,1.1,29,28.49,0.68,1
27.1,35,0.14,31.5,0,0.1,5,25.58,0.62,1
27.1,35,0.14,31.5,0,0.2,6,25.96,0.68,1
27.1,35,0.14,31.5,0,0.2,6,25.96,0.68,1
26,34,0.05,31.5,0,0.6,13,27.14,0.62,1
26,34,0.05,31.5,0,0.7,16,27.48,0.68,1
26.4,36,0.09,31.5,0,0.2,6,25.79,0.68,1
26.4,36,0.09,31.5,0,0.2,6,25.79,0.68,1
30.1,34,0.04,31.5,0,1.3,39,28.5,0.62,1
30.9,25,0.01,31.5,0,1.6,56,29.23,0.63,1
29.2,28,0.13,31.5,0,0.8,17,27.46,0.68,1
29.2,28,0.13,31.5,0,0.8,17,27.46,0.68,1
33.4,20,0.06,31.5,0,2,76,30.31,0.68,1
33.4,20,0.06,31.5,0,2,76,30.31,0.68,1
29.7,29,0.09,31.5,0,1.2,34,28.52,0.68,1
29.4,29,0.05,31.5,0,1.1,31,28,0.62,1
27,31,0.03,31.5,0,1,28,28.29,0.68,1
27,31,0.03,31.5,0,1,28,28.29,0.68,1
29.9,31,0.04,31.5,0,1.1,33,28.27,0.68,1
29.9,31,0.04,31.5,0,1.1,30,27.93,0.62,1
28.2,36,0.03,31.5,0,0.8,19,27.45,0.68,1
27.4,37,0.03,31.5,0,0.6,12,26.81,0.68,1
27.4,37,0.03,31.5,0,0.6,12,26.81,0.68,1
27.4,37,0.03,31.5,0,0.6,12,26.81,0.68,1
27.6,37,0.04,31.5,0,0.7,16,27.16,0.63,1
27.6,37,0.04,31.5,0,0.7,16,27.1,0.62,1
27.6,37,0.04,31.5,0,0.7,16,27.1,0.62,1
28,37,0.03,31.5,0,0.8,20,27.61,0.72,1
28,37,0.03,31.5,0,0.8,18,27.37,0.68,1
28,37,0.03,31.5,0,0.8,18,27.37,0.68,1
28,37,0.03,31.5,0,0.8,18,27.37,0.68,1
27.8,35,0.04,31.5,0,0.8,17,27.32,0.68,1
27.7,39,0.03,31.5,0,0.7,15,27.17,0.68,1
27.7,39,0.03,31.5,0,0.7,15,27.17,0.68,1
27.7,39,0.03,31.5,0,0.7,15,27.17,0.68,1
27.7,39,0.03,31.5,0,0.7,15,27.17,0.68,1
27.7,39,0.03,31.5,0,0.7,15,27.17,0.68,1
27.2,34,0,31.5,0,0.5,11,26.67,0.68,1
28.6,34,0.03,31.5,0,0.9,22,27.66,0.68,1
28.6,34,0.03,31.5,0,0.9,22,27.66,0.68,1
28.6,34,0.03,31.5,0,0.9,22,27.66,0.68,1
28,36,0.03,31.5,0,0.9,21,27.64,0.68,1
28,36,0.03,31.5,0,0.9,21,27.64,0.68,1
27.7,36,0.02,31.5,0,0.6,12,26.72,0.62,1
27.7,36,0.02,31.5,0,0.7,15,27.09,0.68,1
27.2,37,0.04,31.5,0,0.2,6,25.62,0.62,1
27.2,37,0.04,31.5,0,0.3,7,26,0.68,1
27.2,37,0.04,31.5,0,0.3,7,26,0.68,1
27.2,37,0.04,31.5,0,0.3,7,26,0.68,1
27.2,37,0.04,31.5,0,0.7,15,27.64,0.95,1
27.2,32,0.02,31.5,0,0.4,9,26.35,0.68,1
27.2,32,0.02,31.5,0,0.4,9,26.35,0.68,1
27.2,32,0.02,31.5,0,0.4,9,26.35,0.68,1
27.2,37,0.03,31.5,0,1,27,28.28,0.68,1
27.2,37,0.03,31.5,0,1,27,28.28,0.68,1
27.2,37,0.03,31.5,0,1,27,28.28,0.68,1
27.2,37,0.03,31.5,0,1,27,28.28,0.68,1
27.4,36,0.03,31.5,0,0.6,12,26.77,0.68,1
27.4,36,0.03,31.5,0,0.6,12,26.77,0.68,1
27.4,36,0.03,31.5,0,0.6,12,26.77,0.68,1
27.7,36,0.04,31.5,0,0.3,7,25.94,0.68,1
27.7,36,0.04,31.5,0,0.3,7,25.94,0.68,1
27.7,36,0.04,31.5,0,0.3,7,25.94,0.68,1
26.6,37,0.04,31.5,0,0.3,6,25.85,0.68,1
26.6,37,0.04,31.5,0,0.3,7,26.1,0.72,1
26.6,37,0.04,31.5,0,0.3,7,26.1,0.72,1
26.6,37,0.04,31.5,0,0.2,6,25.47,0.62,1
26.1,38,0.04,31.5,0,0.1,5,25.31,0.68,1
26.1,38,0.04,31.5,0,0.1,5,25.31,0.68,1
25.8,35,0.03,31.5,0,-0.1,5,24.69,0.62,1
25.8,35,0.03,31.5,0,0,5,25.08,0.68,1
27.9,37,0.04,31.5,0,0.7,16,27.14,0.62,1
26.7,34,0.03,31.5,0,0.4,9,26.37,0.68,1
26.7,34,0.07,31.5,0,0.4,8,26.33,0.68,1
26.7,34,0.07,31.5,0,0.4,8,26.33,0.68,1
26.7,34,0.07,31.5,0,0.3,7,25.97,0.62,1
26.7,34,0.07,31.5,0,0.4,8,26.33,0.68,1
25.4,37,0.05,31.5,0,0,5,25.12,0.68,1
25.5,37,0.04,31.5,0,0,5,25.14,0.72,1
25.5,37,0.04,31.5,0,-0.2,6,24.49,0.62,1
25.5,37,0.04,31.5,0,0,5,25.14,0.72,1
24.9,38,0.06,31.5,0,-0.2,6,24.45,0.68,1
24.9,38,0.06,31.5,0,-0.2,6,24.45,0.68,1
24.9,38,0.06,31.5,0,-0.2,6,24.45,0.68,1
24.9,38,0.06,31.5,0,-0.2,6,24.45,0.68,1
24.9,38,0.06,31.5,0,-0.2,6,24.45,0.68,1
24.5,38,0.03,31.5,0,-0.3,7,24.14,0.68,1
24.5,38,0.03,31.5,0,-0.3,7,24.14,0.68,1
23.9,39,0.04,31.5,0,-0.6,13,23.26,0.68,1
23.9,39,0.04,31.5,0,-0.8,17,22.84,0.62,1
23.8,39,0.05,31.5,0,-0.6,12,23.41,0.68,1
23.8,39,0.05,31.5,0,-0.6,12,23.41,0.68,1
24.3,39,0.03,31.5,0,-0.3,6,24.46,0.68,1
23.9,39,0.08,31.5,0,-0.7,16,22.99,0.63,1
23.9,39,0.08,31.5,0,-0.6,12,23.34,0.68,1
23.9,39,0.08,31.5,0,-0.7,16,22.92,0.62,1
23.9,39,0.08,31.5,0,-0.6,12,23.34,0.68,1
22.5,42,0.08,31.5,0,-0.5,9,23.91,0.88,1
23.5,41,0.06,31.5,0,-0.7,15,23.01,0.68,1
23.5,41,0.06,31.5,0,-0.8,20,22.59,0.62,1
23.9,41,0.02,31.5,0,-0.5,10,23.7,0.68,1
23.9,41,0.02,31.5,0,-0.6,13,23.28,0.62,1
23.8,41,0.07,31.5,0,-0.6,13,23.29,0.68,1
23.8,41,0.07,31.5,0,-0.6,13,23.29,0.68,1
24.1,41,0.06,31.5,0,0,5,25.41,0.95,1
24.1,41,0.06,31.5,0,-0.5,10,23.62,0.68,1
24.1,41,0.06,31.5,0,-0.5,10,23.62,0.68,1
24,41,0.05,31.5,0,-0.5,10,23.74,0.68,1
24,41,0.05,31.5,0,-0.5,10,23.74,0.68,1
24,41,0.05,31.5,0,-0.5,10,23.74,0.68,1
25.2,38,0.04,31.5,0,0.1,5,25.56,0.68,1
25.2,38,0.04,31.5,0,0,5,25.18,0.62,1
25.2,38,0.04,31.5,0,0.1,5,25.56,0.68,1
25.2,38,0.04,31.5,0,0.1,5,25.56,0.68,1
24.8,39,0.05,31.5,0,-0.2,6,24.49,0.68,1
24.8,39,0.05,31.5,0,-0.2,6,24.49,0.68,1
24.9,39,0.05,31.5,0,-0.1,5,24.77,0.68,1
24.9,39,0.05,31.5,0,-0.1,5,24.77,0.68,1
24.9,39,0.05,31.5,0,-0.1,5,24.77,0.68,1
24.9,39,0.05,31.5,0,-0.1,5,24.77,0.68,1
24.9,39,0.05,31.5,0,-0.1,5,24.77,0.68,1
24.6,32,0.04,31.5,0,-0.4,8,24.03,0.68,1
26.5,37,0.05,31.5,0,0.4,8,26.24,0.72,1
25.8,39,0.08,31.5,0,0,5,25.1,0.68,1
26.1,39,0.01,31.5,0,0.3,7,26.09,0.72,1
26.1,39,0.01,31.5,0,0.2,6,25.84,0.68,1
27,36,0.02,31.5,0,0.5,11,26.72,0.68,1
27,36,0.02,31.5,0,0.5,11,26.72,0.68,1
27.6,33,0.01,31.5,0,0.7,16,27.18,0.68,1
27.6,33,0.01,31.5,0,0.8,17,27.41,0.72,1
27.6,33,0.01,31.5,0,0.7,16,27.18,0.68,1
27.6,33,0.01,31.5,0,0.7,16,27.18,0.68,1
27.3,33,0.05,31.5,0,0.4,9,26.35,0.68,1
28.6,30,0.03,31.5,0,1,28,28.25,0.62,1.2
28.4,31,0.18,31.5,0,0.6,12,26.76,0.62,1
28.4,31,0.18,31.5,0,0.6,12,26.76,0.62,1
28.4,31,0.18,31.5,0,0.7,15,27.11,0.68,1
28.3,31,0.57,31.5,0,0,5,24.46,0.68,1
28.3,31,0.57,31.5,0,-0.1,5,24.08,0.62,1
28.3,31,0.57,31.5,0,-0.1,5,24.14,0.63,1
28.3,31,0.57,31.5,0,-0.1,5,24.14,0.63,1
