Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation
20.8,19.8,0.18,4,0
18.8,30,1.16,4,0
18.3,41.1,1.1,4,0
18.8,34,1.16,4,0
16.8,27,0.23,4,0
14,38.9,0.18,4,0
18.8,30,0.18,4,0
15.7,100,0.18,4,0
15.7,40.6,0.18,4,0
15.1,43.7,0.18,4,0
15.1,42.7,0.18,4,0
23.4,11.4,0.18,4,0
24.8,11.7,0.18,4,0
15.6,54.2,0.18,4,0
16.7,50.3,0.06,4,0
18.8,12.9,0.18,4,0
24.5,12.1,0.01,4,0
25.7,11.7,0.18,4,0
27.7,12.9,0.03,4,0
24.8,12.2,0.27,4,0
22,12.3,0.27,4,0
24.1,12.4,0,4,0
25.4,12.8,0.02,4,0
25.6,12.7,0.02,4,0
25.6,12.6,0.02,4,0
24.3,12.6,0.02,4,0
23.1,12.5,0.02,4,0
17.6,45.8,0.05,4,0
13.1,53.7,0.04,4,0
16.9,36.2,0.49,4,0
20.5,12.2,0.01,4,0
23.7,12.4,0.01,4,0
25.6,11.8,0.18,4,0
26.9,11.7,0.18,4,0
25.4,11.9,0.18,4,0
25.7,12,0.18,4,0
25.6,12.8,0.04,4,0
24.9,12.7,0.05,4,0
25.4,11.7,0.18,4,0
26.9,12.9,0.01,4,0
26.1,12.9,0.02,4,0
20.3,18.6,0.18,4,0
20.6,15.4,0.18,4,0
24.6,11.8,0.18,4,0
26.1,12,0.18,4,0
24,12.9,0.45,4,0
23,12.7,0.54,4,0
22.8,11.7,0.18,4,0
25.1,11.9,0.18,4,0
25.5,12.1,0.18,4,0
24.9,12.3,0.18,4,0
25.9,12.5,0.18,4,0
26.1,12.8,0.18,4,0
25.3,12.6,0.18,4,0
23.6,9.6,0.03,4,0
21.7,9.6,0,4,0
16.8,24.1,0.01,4,0
15.1,11.6,1.08,4,0
23.6,9.6,0.03,4,0
21.7,9.6,0,4,0
24.5,9.6,0,4,0
17.8,9.6,0.01,4,0
21.7,9.6,0.05,4,0
21.7,9.6,0.02,4,0
23.6,9.6,0.06,4,0
23.6,22.9,0.71,4,0
19.8,9.6,0.02,4,0
21.3,9.6,0.61,4,0
20.8,9.6,0.66,4,0
21.3,9.6,0.94,4,0
18.3,9.6,0,4,0
21.7,9.6,1.01,4,0
18.8,14.1,0.18,4,0
19.3,18.6,0.18,4,0
19.3,17.3,0.18,4,0
21.3,14.8,0.18,4,0
19.3,38.9,0.04,4,0
20.8,40.6,0.07,4,0
20.8,45.8,0.18,4,0
18.3,49.3,0.04,4,0
25.8,36.2,0.18,4,0
16.2,20.4,0.02,4,0
19.8,44.2,0.06,4,0
14.6,64.8,0.05,4,0
20.3,32.8,0.09,4,0
20.8,13.5,0.04,4,0
18.3,32.8,0.04,4,0
18.3,32.3,0.01,4,0
19.3,49.3,0.07,4,0
17.8,41.1,0.02,4,0
14.6,59.2,0.05,4,0
22.7,16.7,0.18,4,0
19.8,33.4,0.1,4,0
20.8,30.5,0.07,4,0
18.3,34.5,0.12,4,0
17.8,44.2,0.02,4,0
19.3,37.8,0,4,0
16.8,65.2,0.07,4,0
22.3,13.5,0.18,4,0
20.8,20.4,0.04,4,0
18.3,52.2,0.07,4,0
18.3,63.6,0.12,4,0
20.3,40,0.29,4,0
24,19.8,0.43,4,0
21.7,25.9,0.12,4,0
21.3,13.5,0.1,4,0
18.3,35.1,0.07,4,0
21.3,25.9,0.18,4,0
20.3,31.7,0.18,4,0
20.8,31.1,0.18,4,0
19.8,13.5,0.18,4,0
18.3,48.3,0.18,4,0
17.8,45.3,0.18,4,0
14.6,61.8,0.18,4,0
17.8,61,0.18,4,0
28.3,14.1,0.18,4,0
21.3,24.1,0.18,4,0
29.6,58.9,0.04,4,0
31.4,43.7,0.19,4,0
28.6,57.4,0.03,4,0
30.8,51.8,0.04,4,0
30.8,57.9,0.24,4,0
35.8,14.8,0.09,4,0
34.3,14.8,0.05,4,0
33.2,17.3,0.01,4,0
32.2,20.4,0.08,4,0
26.7,68.4,0.04,4,0
29.1,53.2,0.22,4,0
29.2,48.3,0.12,4,0
29.4,50.8,0.34,4,0
30.4,43.2,0.17,4,0
30.6,43.2,0.01,4,0
30.6,42.1,0.01,4,0
30.5,40,0.02,4,0
30.2,35.1,0.01,4,0
29.4,38.5,0.01,4,0
29.4,55.6,0.01,4,0
29.1,47.3,0,4,0
29,47.7,0,4,0
29,46.8,0.01,4,0
28.7,44,0.01,4,0
28.6,43,0.01,4,0
28.6,42.7,0.01,4,0
26.2,40.6,0.49,4,0
24.8,49.3,0.12,4,0
24.7,51.8,0.14,4,0
24.6,50.6,0.12,4,0
25,51,0.31,4,0
25.2,51.3,0.22,4,0
25.1,50.3,0.01,4,0
24.9,56.8,0,4,0
24.8,59.7,0.02,4,0
23.7,56.9,0.03,4,0
23.2,48.8,0.2,4,0
24.3,50.3,0.02,4,0
24.4,50.3,0.05,4,0
24.9,48.3,0.07,4,0
27,41.1,0.1,4,0
25.7,54.2,0.26,4,0
26.6,49.8,0.01,4,0
26,48.8,0.04,4,0
25.2,51.3,0.01,4,0
24.8,53.6,0.01,4,0
21.7,64.8,0.04,4,0
24,49.8,0.12,4,0
25,43.2,0.04,4,0
25.5,36.7,0.09,4,0
26.3,32.3,0.1,4,0
30.6,14.1,0.02,4,0
30.1,14.1,0.03,4,0
28.9,14.1,0.03,4,0
27.6,16.2,0.02,4,0
26.9,19.8,0.02,4,0
22,54.6,0.04,4,0
25,38.9,0.02,4,0
29.4,52.2,0.1,4,0
28.9,52.7,0.07,4,0
32.6,36.4,0.05,4,0
31.8,41.1,0.12,4,0
33.3,25.4,0.02,4,0
33,26.9,0.03,4,0
30.9,38.9,0.03,4,0
30.7,42.1,0.04,4,0
27.3,61.1,0.02,4,0
27.2,61.8,0.08,4,0
27,58.8,0,4,0
29.2,47.3,0.12,4,0
30.2,40.2,0.08,4,0
30.5,39.1,0.25,4,0
31.1,38.4,0.25,4,0
32,18.6,0,4,0
29.3,23.5,0.06,4,0
28.2,21.6,0.05,4,0
24.6,54.1,0.06,4,0
24.1,55.6,0,4,0
23.8,64.4,0.07,4,0
23.5,64.4,0.08,4,0
23.2,65.1,0.08,4,0
23.2,66.5,0.05,4,0
23.7,68.2,0.08,4,0
25,66.9,0.07,4,0
26.7,53.2,0.11,4,0
29,37.3,0.02,4,0
28.3,38.9,0.03,4,0
26,44.8,0.01,4,0
24.7,56,0.01,4,0
24.2,58.3,0.08,4,0
23.3,62.8,0.07,4,0
22.9,64.3,0.07,4,0
21.6,68.9,0.04,4,0
21.6,62.1,0.07,4,0
22.5,66.1,0.08,4,0
23.3,64.8,0.08,4,0
23.8,57.8,0.07,4,0
25.6,55.1,0.08,4,0
26,51.3,0.07,4,0
25.3,49.8,0.03,4,0
25.1,53.6,0.04,4,0
24.8,60.5,0.03,4,0
25.7,53.6,0.28,4,0
22.5,56.5,0.11,4,0
23.4,52.2,0.12,4,0
23.6,50.6,0.03,4,0
31.4,51.3,0.24,4,0
30.9,57.1,0.14,4,0
29.4,57.4,0.32,4,0
28.3,62.1,0.21,4,0
28.3,64.4,0.1,4,0
30.1,59.2,0.19,4,0
29.1,51.3,0.05,4,0
32.4,48.3,0.61,4,0
35.2,29.3,0.61,4,0
34.2,34,0.19,4,0
34.3,35.6,0.11,4,0
34.7,35.6,0.09,4,0
32.9,42.7,0.14,4,0
32.6,45.5,0.14,4,0
28.7,67.3,0.35,4,0
33.4,46.8,0.19,4,0
29.5,37.8,0.71,4,0
29.1,56.4,0.92,4,0
33.2,30.5,0.18,4,0
30.8,49.9,0.14,4,0
27,64.8,0.37,4,0
27.2,68.1,0.15,4,0
30.3,46.3,1.25,4,0
30.7,45.1,0.79,4,0
31.3,34.5,0.71,4,0
29.9,47.3,0.45,4,0
29.8,45.8,0.22,4,0
29.5,49.8,0.28,4,0
27.9,36,0.35,4,0
27,46.3,0.48,4,0
26.2,55.1,0.79,4,0
22.8,72,0.19,4,0
23.7,72,0.24,4,0
24.7,72,0.32,4,0
28.4,54.6,0.64,4,0
29.4,44.8,0.71,4,0
27.3,49.8,0.32,4,0
27.4,50.3,0.67,4,0
26.2,56.8,0.56,4,0
22.2,65.2,0.35,4,0
20.7,69.3,0.53,4,0
22.9,64.7,0.21,4,0
23.4,64.4,0.14,4,0
23.7,65.2,0.26,4,0
25,59.2,0.19,4,0
26.9,45.8,0.45,4,0
25.2,64,0.21,4,0
24.8,62.7,0.5,4,0
23,67.7,0.28,4,0
21.6,72.7,0.37,4,0
21.8,61.4,0.19,4,0
23.2,63.6,0.32,4,0
24.1,63.6,0.32,4,0
25.3,51.8,0.16,4,0
29.2,26.5,0.5,4,0
29.9,13.7,0.24,4,0
27.3,51.9,0.2,4,0
27.1,54.2,0.06,4,0
27.6,56.9,0.66,4,0
28.2,49.8,0.5,4,0
27.6,47.3,0.03,4,0
24.8,61.4,0.14,4,0
25.6,60.5,0.2,4,0
25.1,61,0.02,4,0
24.8,60.4,0.01,4,0
24.3,59.2,0.04,4,0
28.1,50.3,0.61,4,0
27.7,53.7,0.72,4,0
24.6,58.9,0.01,4,0
10.4,51.8,0.03,4,0
9.7,54.2,0,4,0
12.8,38.9,0.1,4,0
13.4,38.4,0.08,4,0
20.8,12.9,0.16,4,0
8.4,61.8,0.16,4,0
9,60.5,0.16,4,0
9.7,60.1,0.16,4,0
10.4,59.2,0.16,4,0
13.4,43.7,0.05,4,0
12.8,60.1,0.34,4,0
28.3,26.6,0.22,4,0
28,26,0.22,4,0
24.8,39,1.63,4,0
29.8,34,0.1,4,0
28,32.6,0,4,0
25,43,0,4,0
25,41.8,0,4,0
23,35.6,0.33,4,0
26.5,33,0.73,4,0
26.8,16.8,0.22,4,0
28,38,0.59,4,0
29.3,39.6,0.1,4,0
28.8,41.4,0.33,4,0
28.8,24.4,0.59,4,0
26,37.4,0,4,0
29,38,0.22,4,0
26.5,39.4,0,4,0
25.5,43,0.22,4,0
25.5,42,0.22,4,0
25.5,42.6,0.46,4,0
31.5,37.6,0.21,4,0
30.8,37,0,4,0
31.5,37,0,4,0
27.5,27.6,0,4,0
27.3,25,0,4,0
29,10.9,0.1,4,0
29.8,23.4,0.1,4,0
30.5,24,0.1,4,0
30.3,23,0.32,4,0
30.5,24.8,0.32,4,0
27.3,32.6,0,4,0
26.5,33,0.1,4,0
27.8,19.1,0.21,4,0
27.8,28,0.21,4,0
28.3,27,0.21,4,0
29.5,28,0.21,4,0
29.3,26.4,0,4,0
31.8,26.6,0,4,0
30,34,0.32,4,0
25.8,32.6,0,4,0
25.5,43,0,4,0
25,41.8,0,4,0
27,33,0.1,4,0
27.8,17.6,0.1,4,0
28.8,24.4,0.21,4,0
32.3,36,0.21,4,0
29.3,36.6,0,4,0
30.5,37.4,0.21,4,0
25.5,43,0,4,0
25.8,42,0,4,0
27.3,42.6,0.21,4,0
27.5,23.8,0,4,0
29,28,0.21,4,0
29.3,27,0.21,4,0
32.8,26,0.1,4,0
30.5,33,0.21,4,0
26.5,30.4,0,4,0
26.5,32.6,0,4,0
26.5,33,0.22,4,0
24.5,14.3,2.19,4,0
33.3,31,1.97,4,0
27.3,13.9,1.31,4,0
27,19.1,0.66,4,0
28,28,0.44,4,0
30.5,27,0,4,0
30.8,28,0,4,0
29.3,26.4,0,4,0
28.5,26.6,0,4,0
28.8,26,0.66,4,0
27,32.6,0,4,0
26,43,0,4,0
26,41.8,0,4,0
26,35.6,0,4,0
26.8,33,1.1,4,0
28,17.6,0.44,4,0
28.5,16.8,1.1,4,0
29.5,38,0.44,4,0
26,37.4,0.66,4,0
26.8,38,0.44,4,0
25.8,39.4,0.44,4,0
25.5,43,0,4,0
25.5,42,0.22,4,0
24,42.6,0.88,4,0
29.5,23.8,1.31,4,0
28.3,28,0.88,4,0
29.5,27,0.44,4,0
31.5,26,0.44,4,0
28.5,45.4,0.34,4,0
30.5,46.3,0.18,4,0
30.5,41.5,0,4,0
28,32.1,0,4,0
28,33.3,0,4,0
30,36.8,0,4,0
29,38.2,0,4,0
31,44.4,0,4,0
33.5,31.6,0.44,4,0
31.5,31.8,0.44,4,0
29.5,32.1,0.44,4,0
33.5,36.7,0.44,4,0
31.5,35.8,0.88,4,0
32.5,36.8,0.44,4,0
29.5,33.6,0.44,4,0
30.5,33.7,0.44,4,0
32.5,34.5,0.89,4,0
33,39,0.44,4,0
33.5,38.2,0.88,4,0
31.5,44.4,0.88,4,0
31.5,44.2,0.87,4,0
32.5,21.8,0.44,4,0
34,22.2,0,4,0
32,24.7,0.31,4,0
31.1,30.4,0,4,0
29,26.9,0,4,0
31.6,29.6,0.44,4,0
31,31.3,0.44,4,0
22.5,32.9,0.17,4,1
22.7,32,0.28,4,1
23.4,31.9,0.15,4,1
23.6,32.8,0.1,4,1
23.9,32.2,0.1,4,1
20.4,43.2,0.21,4,1
19.6,54.4,0.08,4,1
19.5,54.3,0.16,4,1
20.9,46,0.06,4,1
19.6,42.7,0.2,4,1
23.5,32.1,0.08,4,1
24.3,31.1,0.07,4,1
20.4,39.1,0.11,4,1
21,38.1,0.31,4,1
22.2,40.5,0.11,4,1
21.5,37.5,0.1,4,1
22,37,0.07,4,1
23,34.9,0.11,4,1
23,34.9,0.08,4,1
23.7,32.4,0.1,4,1
23.7,32.4,0.1,4,1
23.7,32.4,0.19,4,1
23.4,39.7,0.08,4,1
22.8,38.2,0.3,4,1
22.5,41.6,0.09,4,1
22.3,45.2,0.12,4,1
22.7,41.9,0.15,4,1
22.9,43.4,0.09,4,1
23,42.9,0.07,4,1
23,42.9,0.06,4,1
24.4,44.1,0.02,4,1
24.4,45.4,0.06,4,1
24.8,45.2,0.08,4,1
24.5,48,0.04,4,1
25.3,50.7,0.08,4,1
25.5,47.9,0.04,4,1
22.7,51.7,0.09,4,1
23.7,42.6,0.06,4,1
23.7,42.6,0.06,4,1
24.4,39.3,0.04,4,1
24.6,36.1,0.12,4,1
24.6,34.4,0.14,4,1
23,40.4,0.18,4,1
21.7,42.4,0.06,4,1
21.7,42.4,0.06,4,1
23.2,41.9,0.06,4,1
24,38.2,0.12,4,1
27.5,30.6,0.15,4,1
29.3,29.7,0.08,4,1
30.9,22.2,0.08,4,1
30.9,18.4,0.13,4,1
26,30.4,0.07,4,1
29.7,39,0.41,4,1
30.3,43.2,0.12,4,1
27.1,35.7,0.22,4,1
25.4,46.6,0.06,4,1
25.9,45.4,0.04,4,1
25.9,45.4,0.05,4,1
25.6,48,0.03,4,1
29.7,35.1,0.04,4,1
29.7,36.5,0.21,4,1
29.2,37.9,0.38,4,1
30.1,36,1.1,4,1
31.3,28.8,0.08,4,1
30,39.9,0.4,4,1
28.9,39.1,0.25,4,1
28.9,39.1,0.24,4,1
26.9,44.2,0.16,4,1
25.3,48.9,0.35,4,1
25,41.9,0.04,4,1
24.9,43,0.03,4,1
24.4,39.3,0.2,4,1
24.4,39.3,0.2,4,1
25,41.3,0.15,4,1
27.7,33.4,0.4,4,1
27.6,34.3,0.35,4,1
25.8,37.8,0.05,4,1
30.5,73.3,0.42,4,1
31.3,66.2,0.5,4,1
30.9,67.3,0.38,4,1
30.8,67.6,0.36,4,1
30.4,70.1,0.12,4,1
32.2,50.8,0.94,4,1
31.1,75.9,0.07,4,1
31,73.4,0.12,4,1
32,70.2,0.05,4,1
31.2,72,0.04,4,1
32.1,64.8,0.32,4,1
31.7,67.7,0.09,4,1
31.6,70.1,0.06,4,1
30.2,71.2,0.44,4,1
30.7,72.8,0.62,4,1
30.8,71.6,0.74,4,1
31.4,70.3,0.04,4,1
31.4,70.1,0.02,4,1
31.4,68.4,0.02,4,1
31.4,68.5,0.01,4,1
31.4,68.2,0.02,4,1
31.4,65.1,0.29,4,1
31,64.4,0.79,4,1
30.4,67.8,1.35,4,1
30.8,65.2,0.74,4,1
31.1,64.4,0.48,4,1
31.1,67,1.08,4,1
31.4,69.8,0.71,4,1
31.7,68.9,1.74,4,1
33,67.7,0.92,4,1
31,67.3,0.03,4,1
31,66.8,0,4,1
32.1,68.9,0.5,4,1
31.4,67.7,0.35,4,1
32.6,65.7,0.81,4,1
32.9,63.7,0.98,4,1
31,63.6,0.17,4,1
30.3,71.9,0.18,4,1
29.6,71,0.02,4,1
31.4,70.2,0.2,4,1
31.4,68.5,0.29,4,1
30.7,66.9,0.12,4,1
31.4,64.9,0.2,4,1
31.4,64.8,0.29,4,1
30.8,73.7,0.17,4,1
31,73.2,0.2,4,1
30.7,73.2,0.14,4,1
29.9,71.6,0.03,4,1
31.4,70.9,0.14,4,1
30.3,68.4,0.02,4,1
31,72.3,0.98,4,1
29.9,69.3,0.17,4,1
31,69.2,0.41,4,1
32.2,68.4,0.81,4,1
31.3,64,0.2,4,1
31,64.4,0.07,4,1
30.7,61,0.03,4,1
30.7,62.7,0.22,4,1
31.4,58.8,0.32,4,1
30.7,63.1,0.14,4,1
31.4,53.7,0.25,4,1
31.6,55.6,0.2,4,1
31.4,55.2,0.12,4,1
32.6,58.7,0.37,4,1
31.4,56.2,0.15,4,1
30,64,0.18,4,1
31.4,64.8,0.37,4,1
29.9,62.3,0.1,4,1
29.9,64,0.06,4,1
30.3,61.4,0.06,4,1
31,62.3,0.18,4,1
30.8,64,0.01,4,1
31.8,60.1,0.06,4,1
33.6,56.5,0.36,4,1
33.5,54.6,0.26,4,1
32.7,59.2,0.02,4,1
26,17.3,0.31,4,1
26.3,35.5,0.12,4,1
28,62.5,0,4,1
24.5,29.5,0.15,4,1
24.6,22.3,0.05,4,1
25.8,22.3,0.09,4,1
25.3,60.5,0.13,4,1
26.2,40.9,0.07,4,1
25.2,59.8,0.01,4,1
26.2,15.5,0.11,4,1
26.1,15.5,0.06,4,1
25,38.9,1.08,4,1
24.1,30.5,0.04,4,1
25.5,21.2,0,4,1
26.6,56.7,0.01,4,1
24.8,69.3,0.01,4,1
23.7,50.8,0.04,4,1
25,45.8,0.01,4,1
26,45.2,0.02,4,1
24.8,17.5,0.09,4,1
29.6,77,0.05,4,1
30.8,75.1,0.07,4,1
33.8,70.8,0.22,4,1
33.8,68.9,0.18,4,1
34.3,65.2,0.3,4,1
27.9,81.6,0.44,4,1
28.9,76.6,0.32,4,1
30.1,72.7,0.15,4,1
30.9,73.1,0.19,4,1
31.9,67.5,0.22,4,1
32.7,63.6,0.09,4,1
30.8,67.3,0.29,4,1
31.1,69.3,0.03,4,1
28.8,76.3,0.12,4,1
29,75.2,0.04,4,1
28.6,78.8,0.03,4,1
30.4,76.6,0.05,4,1
30.4,76.2,0.05,4,1
30.5,75.1,0.04,4,1
30.8,72.3,0.06,4,1
31,73.1,0.05,4,1
31,70.9,0.03,4,1
31.8,71.2,0.19,4,1
32.3,74.6,0.18,4,1
32.6,73.4,0.21,4,1
34.3,66.5,1.46,4,1
33.4,72.8,1.37,4,1
32.6,78.1,0.67,4,1
31.8,67.7,0.67,4,1
34.1,55.7,0.2,4,1
34.2,59.2,0.15,4,1
34.6,58.3,0.23,4,1
34.6,55.7,0.23,4,1
34.1,57.9,0.17,4,1
35.2,54.6,0.17,4,1
34.4,55.6,0.14,4,1
33.7,57.4,0.62,4,1
33.8,62.3,0.29,4,1
34.8,57.9,0.4,4,1
33,66.1,0.29,4,1
30.9,65.7,0.29,4,1
32.8,56.7,0.85,4,1
29.9,59.7,0.3,4,1
33,37.3,0.4,4,1
35.9,25.3,0.79,4,1
31.4,42.7,0.76,4,1
31,50.3,0.08,4,1
34.1,32.3,0.32,4,1
28.6,65.7,0.12,4,1
32.3,54.6,0.14,4,1
33.4,53.2,0.1,4,1
33.8,53.7,0.1,4,1
33.7,52.7,0.23,4,1
33.7,52.7,0.11,4,1
31.3,67,0.53,4,1
27,74,0.24,4,1
29.9,68,0.41,4,1
30.3,69,0.71,4,1
27.9,74,0.66,4,1
26.4,77,0.02,4,1
26.8,77,0.06,4,1
27.1,74,0.02,4,1
28.4,73,0.02,4,1
28.9,73,0.02,4,1
30.1,69,0.01,4,1
28.6,73,0.12,4,1
27.9,74,0.01,4,1
28.2,73,0.17,4,1
27.6,74,0.19,4,1
33.6,62,0.02,4,1
31.9,39.5,0.44,4,1
35.7,39.5,0.28,4,1
38.4,22.9,0.76,4,1
34.8,50.3,1.05,4,1
29.1,62.3,0.99,4,1
29.9,60.1,1.12,4,1
32.8,51.8,0.05,4,1
33.5,53.8,0.36,4,1
33.6,53.5,0.17,4,1
33.4,52.7,0.5,4,1
23.9,36.7,0.12,4,1
26.3,46.3,0.08,4,1
26.4,44.2,0.12,4,1
26.6,47.8,0.17,4,1
30.3,41.1,0.62,4,1
31.4,48.3,0.14,4,1
31.8,49.8,0.39,4,1
31.7,52.7,0.08,4,1
31.7,50.3,0.36,4,1
30,54.2,0.01,4,1
26.8,37.8,0.06,4,1
26.9,34.5,0.04,4,1
27,42.7,0.11,4,1
27.1,41.7,0.21,4,1
27.4,44.8,0.46,4,1
33.6,36.3,0.14,4,1
34.7,29.4,0.05,4,1
34.1,37.2,0.17,4,1
33.1,42.7,0.07,4,1
32.6,42.8,0.05,4,1
32.6,42.1,0.08,4,1
33,49,0.04,4,1
32.7,56.5,0.08,4,1
33.8,38.8,0.58,4,1
32.2,48.6,0.02,4,1
32.4,48.3,0.04,4,1
33,44.2,0.07,4,1
32.6,43.7,0.05,4,1
31.4,56,0.03,4,1
30.3,27.9,0.05,4,1
31.8,14.8,0.14,4,1
30.6,42.3,0.32,4,1
35.3,22.9,0.25,4,1
35.2,13.5,0.24,4,1
30.9,28.2,0.04,4,1
30.8,32.3,0.05,4,1
29.7,49.3,0.11,4,1
19.8,54.2,0.15,4,1
20.8,62.3,0.06,4,1
21.3,57.9,0.08,4,1
20.8,58.3,0.06,4,1
24.9,47.8,0.06,4,1
25.8,33.4,0.49,4,1
24.9,44.2,0.06,4,1
23.6,44.2,0.09,4,1
21.7,54.2,0.09,4,1
24.9,32.3,0.53,4,1
30.4,12.2,0.12,4,1
29.5,12.1,0.19,4,1
30.3,11.7,0.62,4,1
31.8,12.2,0.67,4,1
31.1,12.2,0.35,4,1
30.9,18,0.06,4,1
31.3,12.4,0.47,4,1
28.7,16.8,0.38,4,1
29.1,12.2,0.14,4,1
30.9,12.2,0.29,4,1
31.9,12.2,0.29,4,1
32.1,12.2,0.25,4,1
31,12.2,0.14,4,1
31.1,12.2,0.11,4,1
31.3,12.2,0.15,4,1
31.2,12.2,0.11,4,1
34.1,28.8,0.05,4,1
30.9,18.8,0.21,4,1
30.3,19.3,0.14,4,1
30.2,21.6,0.15,4,1
30.1,20.8,0.15,4,1
29.9,25.3,0.38,4,1
28.6,14.8,0.27,4,1
30.3,15.4,0.62,4,1
30.4,23.5,0.14,4,1
31,21.6,0.44,4,1
30,19.2,0.21,4,1
30.1,19.2,0.23,4,1
30.2,12.2,0.51,4,1
30.3,10.3,0.37,4,1
29.9,10.3,0.35,4,1
29.8,12.2,0.2,4,1
29.4,24.7,0.14,4,1
29.7,10.3,0.43,4,1
29.9,13.5,0.37,4,1
30.2,10.3,0.35,4,1
33.3,10.3,0.85,4,1
33,10.3,0.85,4,1
31.7,10.3,0.3,4,1
30.6,10.3,0.46,4,1
30.8,10.3,0.49,4,1
31.5,10.3,0.43,4,1
31.4,10.3,0.63,4,1
30.3,10.3,0.56,4,1
30.3,10.3,0.59,4,1
32.3,17.8,0.56,4,1
30.5,23.5,0.18,4,1
29.3,10.3,0.32,4,1
29.1,10.4,0.14,4,1
30.4,10.4,0.67,4,1
31.1,10.4,0.59,4,1
30.6,10.4,0.37,4,1
35.1,16,0.01,4,1
31,10.3,0.59,4,1
20.8,63.6,0.67,4,1
35.2,10.9,0.12,4,1
27.4,10.3,0.95,4,1
32.5,30,0.35,4,1
30.2,18.6,0.37,4,1
29.9,10.4,0.75,4,1
28.8,16.5,0.3,4,1
29.4,13,0.37,4,1
29.1,10.3,0.46,4,1
30.2,10.3,0.67,4,1
30.9,10.3,0.52,4,1
31.1,12.9,0.9,4,1
31.3,14.9,0.52,4,1
35.9,58.3,1.12,4,1
36.3,57.9,0.3,4,1
31,28,0.12,4,1
28.8,27,0.14,4,1
28.1,19.8,0.43,4,1
28,10.4,0.4,4,1
31.8,10.7,0.67,4,1
29.3,10.3,0.43,4,1
29.2,10.3,0.15,4,1
32.5,21,0.16,4,1
26.9,10.4,0.24,4,1
27.5,19.8,0.35,4,1
28.3,30,0.3,4,1
30.3,28.8,0.56,4,1
29.1,10.4,0.35,4,1
30.3,10.4,0.56,4,1
30.8,10.5,0.52,4,1
32.2,10.3,0.85,4,1
29.4,10.3,0.37,4,1
30.8,14.8,0.43,4,1
30.1,14.8,0.3,4,1
30.2,14.8,0.07,4,1
29.6,16,0.57,4,1
32.4,27,0.36,4,1
29.6,34.4,0.4,4,1
31.5,42.7,0.33,4,1
31.9,38.9,0.4,4,1
32.6,41.2,0.4,4,1
25.8,47.8,0.06,4,1
30.3,14.8,0.11,4,1
32.8,37.4,0.33,4,1
33.3,34.5,0.36,4,1
28,28.2,0.11,4,1
27.9,39.5,0.4,4,1
31,21,0.82,4,1
29.8,16.7,0.24,4,1
28.3,14.3,0.12,4,1
30.3,32.8,0.29,4,1
27.4,22.3,0.45,4,1
28.9,14.1,0.24,4,1
29.2,19.8,0.21,4,1
30,30.6,0.29,4,1
30.2,35.1,0.24,4,1
35.9,48.8,0.15,4,1
32.6,42.1,0.57,4,1
29.1,14.1,0.21,4,1
30,25.3,0.21,4,1
30.9,26.5,0.32,4,1
25.3,32.3,0.29,4,1
26.6,27.6,0.01,4,1
24.9,35.1,0.71,4,1
28.3,41,0.05,4,1
29,38.9,0.15,4,1
27.6,18.6,0.17,4,1
28.3,28.8,0.26,4,1
28.3,29.2,0.26,4,1
28.7,33.4,0.35,4,1
28.8,36.2,0.24,4,1
29.2,39.5,0.17,4,1
29.1,42.7,0.15,4,1
26.5,35.6,0.14,4,1
27.4,36.3,0.05,4,1
28.1,14.1,0.29,4,1
27.9,14.1,1.01,4,1
27.8,14.1,0.15,4,1
30.3,32.9,0.21,4,1
28.5,30,0.21,4,1
28.8,36.2,0.26,4,1
28.7,27,0.14,4,1
29.3,34,0.15,4,1
29.5,40,0.19,4,1
29,22.3,0.12,4,1
28.8,14.2,0.15,4,1
29,14.7,0.06,4,1
28.3,14.3,0.09,4,1
29.5,35.1,0.3,4,1
30.7,42.1,0.3,4,1
28.2,48.8,0.81,4,1
26.4,46.3,0.81,4,1
25.1,38.4,0.11,4,1
23.4,14.8,0.34,4,1
21.4,26.5,0.22,4,1
28.1,14.1,0.12,4,1
27.4,37.8,0.04,4,1
23.6,10.3,0.06,4,1
24.5,10.3,0.14,4,1
19.8,11.6,0.01,4,1
21.3,30.5,0.86,4,1
25,12.9,0.01,4,1
26.7,12.9,0,4,1
27,13,0,4,1
27.1,13,0.01,4,1
27.3,13,0.01,4,1
25.8,11.9,0.18,4,1
26.7,12.2,0.18,4,1
16.9,12.1,0.18,4,1
26.8,12.1,0.18,4,1
25.6,12.2,0.18,4,1
17.8,49.3,0.09,4,1
19.3,39.5,0.04,4,1
22.7,25.3,0.39,4,1
27,43.2,0.18,4,1
18.8,13.5,0.1,4,1
26.2,14.8,0.18,4,1
22.2,53.2,0.18,4,1
19.3,48.3,0.18,4,1
23.1,25.9,0.18,4,1
22.7,14.1,0.18,4,1
32.3,45.3,0.31,4,1
29.8,57.4,0.17,4,1
38,14.8,0.06,4,1
34.5,34,0.04,4,1
30.8,57.9,1.06,4,1
30.6,54.1,0.14,4,1
31.1,50.4,0.09,4,1
32.8,42.7,0.2,4,1
27,65.7,0.37,4,1
29.1,57.3,0.08,4,1
29.7,48.3,0.26,4,1
30.7,44.7,0.02,4,1
30.8,47.3,0.01,4,1
30.8,42.1,0.02,4,1
30.7,41.6,0.02,4,1
