Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation,Radiant temperature (¡C),Age,Sex,Clo,Met
22,22.36,0.03,1,0,22,55,1,0.93,1.59
22.9,22.36,0.03,1,0,22.9,55,1,0.59,1.25
23.3,22.36,0.03,1,-1,23.3,55,1,0.93,1.05
23.7,22.36,0.03,3.388889,0,23.7,55,1,0.59,1.614
21.7,22.36,0.03,-1,0,21.7,55,1,0.93,1.725
23.3,22.36,0.03,2,-1,23.3,55,1,0.59,1.3
23.3,22.36,0.03,3,0,23.3,55,1,0.59,1.075
22.5,22.36,0.03,3,0,22.5,55,1,0.5,1.7
23.1,22.36,0.03,3,-1,23.1,55,1,0.84,1.5
23.4,22.36,0.03,3,0,23.4,55,1,0.5,1.125
23.3,31.02,0.03,13,0,23.3,55,1,0.54,1.4
26.1,31.02,0.03,23,1,26.1,55,1,0.54,1.2
26.9,31.02,0.03,20.555556,0,26.9,55,1,0.54,1.05
25.5,31.02,0.03,19,0,25.5,55,1,0.43,1.875
27.1,31.02,0.03,28,0,27.1,55,1,0.43,2
26.9,31.02,0.03,29,1,26.9,55,1,0.43,1.2
26.1,31.02,0.03,21,1,26.1,55,1,0.43,1.875
27.4,31.02,0.03,30,1,27.4,55,1,0.43,1.1
26.1,31.02,0.03,21,1,26.1,55,1,0.42,1.75
24.9,31.02,0.03,21,0,24.9,55,1,0.42,1.25
22.1,31.02,0.03,16,0,22.1,55,1,0.42,1.35
21.3,31.02,0.03,8,-1,21.3,55,1,0.5,1.775
22.8,31.02,0.03,9,-1,22.8,55,1,0.5,1.4
22.5,31.02,0.03,9.444444,-1,22.5,55,1,0.5,1.475
23.7,31.02,0.03,12,-1,23.7,55,1,0.5,1.25
24.4,31.02,0.03,14,0,24.4,55,1,0.5,1.25
26.1,31.02,0.03,21,0,26.1,55,1,0.43,1.575
25.9,31.02,0.03,23,0,25.9,55,1,0.43,1.35
22.8,31.02,0.03,16,0,22.8,55,1,0.5,1.575
23.3,31.02,0.03,18,0,23.3,55,1,0.5,1.075
24,31.02,0.03,21,0,24,55,1,0.5,1.05
22.1,31.02,0.03,14,-1,22.1,55,1,0.5,1.7
24.3,31.02,0.03,18,-1,24.3,55,1,0.5,1.5
24.3,31.02,0.03,18,0,24.3,55,1,0.5,1.6
24.4,31.02,0.03,21,0,24.4,55,1,0.5,1.1
22.29,55.63,0.03,27,0,22.29,65,2,0.57,1.525
22.02,30.45,0.03,9,-1,22.02,65,2,0.78,1.275
21.5,30.45,0.03,9,0,21.5,65,2,0.57,1.8
21.94,30.45,0.03,10,0,21.94,65,2,0.57,1.525
22.98,30.45,0.03,10,-1,22.98,65,2,0.57,1.425
22.63,30.45,0.03,6,0,22.63,65,2,0.68,1.3
22.46,30.45,0.03,6,0,22.46,65,2,0.68,1.5
20.89,30.45,0.03,3,0,20.89,65,2,0.93,1.933
22.81,30.45,0.03,7,1,22.81,65,2,0.93,1.625
22.81,30.45,0.03,7,0,22.81,65,2,0.93,1.5
22.2,30.45,0.03,6,0,22.2,65,2,0.85,1.4
22.72,30.45,0.03,2,0,22.72,65,2,0.85,1.5
22.02,30.45,0.03,8,0,22.02,65,2,0.57,1.9
23.5,22.36,0.03,2,0,23.5,65,2,0.7,1.55
23.85,22.36,0.03,2,0,23.85,65,2,0.7,1.5
22.98,22.36,0.03,4,0,22.98,65,2,0.65,1.42
23.24,22.36,0.03,3.388889,0,23.24,65,2,0.65,1.5
22.63,22.36,0.03,3,0,22.63,65,2,0.79,1.575
23.41,31.02,0.03,10.222222,-1,23.41,65,2,0.57,1.2
23.85,31.02,0.03,14,-1,23.85,65,2,0.57,1.5
22.63,54.8,0.03,27,0,22.63,51,1,0.49,1.35
22.7,53.02,0.03,28,0,22.7,51,1,0.49,1.6
22.92,51.77,0.03,29,1,22.92,51,1,0.49,1.1
22.49,56.05,0.03,25,0,22.49,51,1,0.42,1.6
22.54,54.56,0.03,26,1,22.54,51,1,0.42,1.267
22.66,52.99,0.03,27,0,22.66,51,1,0.42,1.45
22.46,56.97,0.03,28,0,22.46,51,1,0.42,1.6
22.61,55.97,0.03,31,0,22.61,51,1,0.42,1.45
23.28,54.83,0.03,32,1,23.28,51,1,0.42,1.45
23.04,60.17,0.03,28,-1,23.04,51,1,0.36,1.6
23.69,58.83,0.03,33,0,23.69,51,1,0.36,1.567
23.52,55.02,0.03,32,0,23.52,51,1,0.46,1.267
22.68,49.62,0.03,28,-1,22.68,51,1,0.46,1.35
22.49,51.3,0.03,29,-1,22.49,51,1,0.46,1.35
22.66,59.37,0.03,27,0,22.66,51,1,0.46,3
23.04,59.83,0.03,29,0,23.04,51,1,0.44,1.5
23.5,58.18,0.03,32,0,23.5,51,1,0.44,1.35
23.04,62.46,0.03,26,0,23.04,51,1,0.52,1.175
21.96,38.59,0.03,9,-2,21.96,51,1,0.55,1.04
22.3,34.94,0.03,10,-1,22.3,51,1,0.55,1.05
21.34,35.9,0.03,9,1,21.34,51,1,0.7,1.56
22.92,34.5,0.03,11,2,22.92,51,1,0.7,1.225
22.68,32.25,0.03,10,2,22.68,51,1,0.7,1.95
21.29,28.88,0.03,5,0,21.29,51,1,0.87,1.73
22.3,27.45,0.03,7,0,22.3,51,1,0.87,1.05
21.87,24.29,0.03,6,0,21.87,51,1,0.97,1.52
22.8,26.4,0.03,2,1,22.8,51,1,0.97,1.45
22.85,26.91,0.03,3,0,22.85,51,1,0.97,1.3
22.11,25.5,0.03,8,0,22.11,51,1,0.47,1.75
22.97,24.23,0.03,9,1,22.97,51,1,0.47,1.367
22.51,23.72,0.03,8,1,22.51,51,1,0.65,1.55
24.05,23.69,0.03,13,2,24.05,51,1,0.67,1.84
23.95,24.3,0.03,13,2,23.95,51,1,0.67,1.3
23.23,42.57,0.03,21,0,23.23,51,1,0.58,1.5
23.09,41.9,0.03,20,0,23.09,51,1,0.58,1.05
22.94,38.33,0.03,7,1,22.94,51,1,0.72,1.767
23.54,34.53,0.03,9,1,23.54,51,1,0.72,1.488
22.27,25.41,0.03,4,1,22.27,51,1,0.52,1.52
24.27,26.44,0.03,9,2,24.27,51,1,0.58,1.55
24.53,27.14,0.03,10,0,24.53,51,1,0.58,1.35
22.68,25.61,0.03,6,1,22.68,51,1,0.63,1.867
24.32,22.92,0.03,10,1,24.32,51,1,0.59,1.14
23.88,17.63,0.03,1,2,23.88,51,1,0.89,1.62
24.68,18.48,0.03,1,1,24.68,51,1,0.89,1.325
24.53,20.62,0.03,2,2,24.53,51,1,0.89,1.2
24.41,23.37,0.03,5,2,24.41,51,1,0.56,1.6
24.73,25.21,0.03,8,1,24.73,51,1,0.56,1.18
23.64,30.25,0.03,12,0,23.64,51,1,0.56,1.28
24.82,30.96,0.03,12,1,24.82,51,1,0.56,1.588
23.54,24.55,0.03,7,1,23.54,51,1,0.88,1.567
24.46,23.34,0.03,6,1,24.46,51,1,0.99,1.338
23.74,19.46,0.03,-2,1,23.74,51,1,0.8,1.6
23.26,17.94,0.03,-1,1,23.26,51,1,0.8,1.271
23.98,17.11,0.03,-1,1,23.98,51,1,0.8,1.3
21.94,17.25,0.03,-2,2,21.94,51,1,1.06,1.4
23.3,16.66,0.03,-1,1,23.3,51,1,1.06,1.314
23.66,16.61,0.03,0,1,23.66,51,1,0.81,1.283
21.58,19.75,0.03,-1,0,21.58,51,1,1.73,1.55
23.57,20.46,0.03,1,1,23.57,51,1,1.73,1.4
22.49,22.01,0.03,1,0,22.49,51,1,0.81,1.44
23.76,21.37,0.03,4,2,23.76,51,1,1.01,1.18
22.9,18.17,0.03,-1,1,22.9,51,1,0.95,1.82
26.28,33.74,0.03,28,-1,26.28,51,1,0.54,1.271
25.7,38.05,0.03,24,2,25.7,51,1,0.51,1.667
26.57,40.85,0.03,31,1,26.57,51,1,0.46,1.314
24.63,49.49,0.03,22,0,24.63,51,1,0.46,1.656
24.07,50.37,0.03,21,0,24.07,51,1,0.46,1.15
20.96,41.31,0.03,8,-1,20.96,51,1,0.92,1.633
22.44,40.4,0.03,9,0,22.44,51,1,0.92,1.233
22.56,27.6,0.03,9.444444,0,22.56,51,1,0.63,1.65
23.45,28.72,0.03,13,0,23.45,51,1,0.63,1.467
24.05,29.48,0.03,13.611111,0,24.05,51,1,0.63,1.433
24.99,37.95,0.03,22,1,24.99,51,1,0.88,1.667
24.6,42.6,0.03,23,1,24.6,51,1,0.88,1.7
22.37,48.56,0.03,16,-1,22.37,51,1,0.92,1.75
22.23,44.26,0.03,16,-1,22.23,51,1,1.23,1.671
23.52,45,0.03,17,1,23.52,51,1,1.23,1.275
23.74,54.8,0.03,21,0,23.74,51,1,0.67,1.367
24.48,60.89,0.07,27,1,23.65,34,1,0.42,1.548
24.29,54.82,0.04,30,-1,24.12,34,1,0.46,1.05
23.86,53.63,0.04,32,-2,23.73,34,1,0.46,1.05
23.04,48.78,0.04,28,-2,22.92,34,1,0.46,1.05
23.04,57.96,0.09,27,1,22.81,34,1,0.46,2.8
23.52,56.45,0.03,30,-2,23.47,34,1,0.46,1.05
23.33,55.77,0.03,31,-2,23.18,34,1,0.46,1.05
22.97,54.97,0.04,30,-1,22.79,34,1,0.46,1.05
23.16,58.96,0.03,28,0,22.96,34,1,0.46,2.8
23.69,57.03,0.03,31,-1,23.64,34,1,0.44,1.05
23.74,57.16,0.03,32,0,23.71,34,1,0.46,1.05
23.4,61.85,0.06,26,1,23.07,34,1,0.46,2.8
22.82,58.14,0.12,26,1,22.7,34,1,0.46,1.4
22.87,56.82,0.03,28,-2,22.72,34,1,0.46,1.05
23.02,52.1,0.03,24,1,22.79,34,1,0.46,2.8
23.3,50.87,0.06,29,-2,23.1,34,1,0.46,1.05
23.4,49.9,0.03,30,-2,23.33,34,1,0.46,1.05
22.46,55.39,0.09,24,1,22.21,34,1,0.46,2.8
22.37,57.33,0.03,27,1,22.37,34,1,0.38,2.8
23.21,54.13,0.03,28,-2,23.08,34,1,0.45,1.05
21.29,57.2,0.04,24,0,21.24,34,1,0.46,2.8
22.63,53.14,0.02,28,-2,22.8,34,1,0.46,1.05
22.2,53.2,0.03,30,-2,21.93,34,1,0.46,1.05
21.75,57.58,0.03,24,1,21.87,34,1,0.46,2.8
23.3,51.79,0.03,31,-2,23.43,34,1,0.46,1.05
23.4,52.59,0.03,32,-1,23.42,34,1,0.46,1.05
23.02,57.55,0.03,26,0,22.5,34,1,0.58,1.45
24.24,43.08,0.03,21,0,24.62,34,1,0.47,1.675
22.66,41.7,0.03,21,0,22.61,34,1,0.47,1.033
21.27,38.84,0.03,9,-1,21.39,34,1,0.55,1.4
21.8,35.42,0.03,10,-1,21.84,34,1,0.55,1.28
20.36,38.55,0.03,8,0,20.46,34,1,0.56,1.625
21.68,35.84,0.03,10,0,21.92,34,1,0.56,1.5
22.32,32.62,0.03,9,0,22.3,34,1,0.56,1.1
19.08,31.66,0.02,4,-1,19.15,34,1,0.59,1.7
20.77,30.35,0.03,6,-1,21.06,34,1,0.59,1.525
21.68,27.87,0.03,7,-1,21.65,34,1,0.59,1.35
19.86,26.86,0.03,3,-2,19.94,34,1,0.72,1
20.84,27.13,0.03,6.277778,-2,21.06,34,1,0.72,1.35
21.53,25.66,0.03,7,-2,21.46,34,1,0.72,1.15
19.41,27.76,0.03,4,-1,19.46,34,1,0.73,1.625
20.77,28,0.03,3,-2,20.77,34,1,0.98,1.075
21.82,28.89,0.03,3,1,21.75,34,1,0.71,1.15
19.89,30.07,0.13,6,0,20.09,34,1,0.56,1.5
21.56,26.44,0.03,9,-1,21.85,34,1,0.73,1.65
22.75,24.7,0.03,11,-1,22.78,34,1,0.73,1
20.22,26.21,0.03,7,-2,20.44,34,1,0.56,1.5
22.9,25.39,0.03,11,0,23.19,34,1,0.73,1
23.09,26.15,0.03,13,0,23.09,34,1,0.56,1.2
23.09,43.72,0.03,21,-2,23.31,34,1,0.57,1.05
21.84,43.96,0.07,20,-2,21.57,34,1,0.57,1.05
22.18,40.57,0.03,7,-2,22.2,34,1,0.56,1.325
22.58,36.88,0.03,9,-1,22.56,34,1,0.56,1.3
21.39,28.22,0.03,4,0,21.46,34,1,0.47,1.55
22.9,28.17,0.03,9,-1,23.07,34,1,0.47,1.25
23.45,29.23,0.03,10,0,23.42,34,1,0.47,1.125
21.82,28.08,0.03,4,0,21.87,34,1,0.57,1.5
22.75,24.83,0.03,9,0,22.85,34,1,0.57,1.125
23.16,25.14,0.03,10,0,23.18,34,1,0.57,1
21.63,19.07,0.03,-1,0,21.53,34,1,0.75,1.525
23.71,20.26,0.03,1,-1,23.76,34,1,0.58,1.325
23.23,22.26,0.03,2,0,22.96,34,1,0.58,1.15
22.66,25.54,0.03,4,0,22.51,34,1,0.57,1.667
23.78,27.29,0.03,9,0,23.71,34,1,0.57,1.825
24.17,28.88,0.03,12,0,24.1,34,1,0.57,1.225
23.71,32.57,0.03,12,0,23.69,34,1,0.56,1.667
25.11,41.87,0.03,19,-1,25.04,34,1,0.56,1.225
22.56,28.14,0.03,7,0,22.36,34,1,0.52,1.5
23.33,26.64,0.03,7,0,23.3,34,1,0.52,1.55
23.57,25.44,0.03,6,-1,23.47,34,1,0.48,1.3
22.51,22.97,0.03,-1,1,22.56,34,1,0.57,1.5
23.59,20.77,0.03,-1,-2,23.67,34,1,0.57,1.05
23.33,19.3,0.03,-1,-1,23.18,34,1,0.57,1.05
20.58,19.42,0.03,-3,0,21.02,34,1,0.77,1.667
22.34,18.76,0.03,-2,0,22.57,34,1,0.77,1.233
23.06,18.32,0.03,0,-1,23.14,34,1,0.77,1.1
21.18,20.97,0.03,-1,0,21.2,34,1,0.73,1.5
22.61,21.67,0.03,1,-2,22.71,34,1,0.58,1.25
23.09,21.57,0.03,1,-1,23.11,34,1,0.58,1.05
21.72,24.56,0.03,-0.277778,0,21.92,34,1,0.57,1.5
23.06,23.21,0.03,4,-1,23.16,34,1,0.57,1.05
22.97,22.38,0.03,3.388889,0,22.87,34,1,0.57,1.3
21.65,24.41,0.03,3,-1,21.73,34,1,0.62,1.667
22.56,25.09,0.03,3,-1,22.68,34,1,0.7,1.36
22.82,26,0.03,3,-1,22.8,34,1,0.62,1.117
22.63,32.38,0.03,17,0,22.66,34,1,0.56,1.5
24.46,31.87,0.03,23,0,24.88,34,1,0.56,1
25.57,32.61,0.03,20.555556,0,25.75,34,1,0.56,1
24.53,39.25,0.03,22,0,24.51,34,1,0.56,1.5
21.06,42.42,0.03,9,-1,21.1,34,1,0.53,1.5
22.06,28.51,0.03,8,-1,21.94,34,1,0.56,1.5
22.34,29.74,0.05,12,-1,22.42,34,1,0.56,1.125
23.04,31.58,0.03,13.611111,-1,23.14,34,1,0.56,1
23.45,40.84,0.03,21,-1,23.92,34,1,0.57,1
22.44,45.22,0.03,17,-1,22.47,34,1,0.56,1.625
22.97,42.38,0.03,21,-1,23.02,34,1,0.56,1.2
21.89,46.88,0.03,16,-1,22.01,34,1,0.81,1
22.94,48.61,0.03,18,-1,23.07,34,1,0.47,1
22.7,56.95,0.03,25,0,22.68,34,1,0.56,1
22.85,59.13,0.04,25,-1,22.82,34,1,0.56,1.4
23.71,55.61,0.03,24,1,23.27,26,1,0.53,4
23.86,53.63,0.03,31,0,23.61,26,1,0.53,2
24.03,52.8,0.03,29,1,23.83,26,1,0.53,1.267
23.09,54.67,0.03,24,1,22.82,26,1,0.53,4
23.78,51.79,0.03,28,0,23.56,26,1,0.46,1.267
24.07,52.62,0.03,29,-1,23.9,26,1,0.46,1.267
22.99,55.66,0.03,24,0,22.6,26,1,0.53,4
23.16,53.5,0.03,26,-1,22.94,26,1,0.46,1.3
23.52,52.7,0.03,27,-1,23.32,26,1,0.46,1.3
22.68,55.98,0.03,26,2,22.41,26,1,0.46,4
23.4,54.09,0.03,31,0,23.18,26,1,0.46,1.3
23.66,54.76,0.03,32,-1,23.47,26,1,0.46,1.45
24.03,58.01,0.03,32,0,23.88,26,1,0.46,1.45
24.03,58.69,0.03,33,0,23.85,26,1,0.46,1.267
23.57,57.02,0.03,30,0,23.47,26,1,0.46,1.475
23.76,54.62,0.03,32,0,23.54,26,1,0.46,1.3
23.3,49.07,0.03,28,-1,23.13,26,1,0.53,1.44
23.23,49.94,0.03,29,0,23.03,26,1,0.53,1.575
23.76,56.2,0.03,27,-1,23.46,26,1,0.51,1.267
23.52,56.23,0.03,31,-2,23.25,26,1,0.53,1.45
23.57,53.55,0.03,30,-1,23.35,26,1,0.53,1.45
24.36,55.51,0.03,32,-1,24.17,26,1,0.53,1.567
24.77,54.82,0.03,32,-1,24.52,26,1,0.45,1.267
23.66,56.5,0.03,26,-1,23.37,26,1,0.53,1.267
23.78,54.93,0.03,28,-1,23.46,26,1,0.53,1.267
24.65,56.74,0.03,26,0,24.26,26,1,0.5,1.04
23.69,42.49,0.03,21,-2,23.27,26,1,0.35,1.643
23.57,42.87,0.03,21,0,23.37,26,1,0.35,1.05
21.65,39.96,0.03,9,0,21.5,26,1,0.59,1.283
22.51,36.35,0.03,10,0,22.32,26,1,0.59,1
22.49,36.34,0.03,11,0,22.32,26,1,0.59,1.4
22.9,33.4,0.03,10,0,22.65,26,1,0.59,1.767
22.51,33.63,0.03,10,0,22.29,26,1,0.67,1
23.4,31.94,0.03,9,0,23.01,26,1,0.67,1.75
21.99,28.16,0.03,6,0,21.67,26,1,0.88,1.15
22.66,26.66,0.03,7,0,22.41,26,1,0.88,1.55
21.87,24.19,0.03,2,0,21.67,26,1,0.67,3.125
21.89,25.08,0.03,6.277778,-1,21.67,26,1,0.67,1.125
23.02,23.76,0.03,7,0,22.62,26,1,0.67,1.05
22.63,25.5,0.03,3,0,22.44,26,1,0.67,1.375
23.59,26.26,0.03,3,0,23.25,26,1,0.67,1.325
22.27,25.68,0.03,6,0,22.13,26,1,0.67,1.65
23.23,24.94,0.03,9,0,22.96,26,1,0.67,1.4
23.62,23.73,0.03,11,1,23.32,26,1,0.67,1.175
23.69,24.83,0.03,11,0,23.42,26,1,0.59,1.425
22.78,36.83,0.03,9,0,22.6,26,1,0.67,3.333
24,39.79,0.03,21,0,23.73,26,1,0.59,1.225
23.26,40.72,0.03,20,0,22.93,26,1,0.59,1.425
23.09,39.76,0.03,7,0,22.77,26,1,0.67,1.067
23.71,35.74,0.03,9,0,23.54,26,1,0.67,1.05
23.95,27.51,0.03,9,0,23.71,26,1,0.59,1.025
24.51,27.11,0.03,9,0,24.26,26,1,0.59,1
22.23,18.06,0.03,-1,0,21.93,26,1,0.67,1.9
25.09,19.72,0.03,1,0,24.84,26,1,0.59,1.14
24.7,20.42,0.03,2,0,24.28,26,1,0.67,1.5
24.07,21.77,0.03,4,0,23.85,26,1,0.67,1.9
24.7,25.18,0.03,8,0,24.48,26,1,0.59,1.8
24.22,24.73,0.03,7,0,24.05,26,1,0.59,1.267
24.68,24.15,0.03,6,0,24.5,26,1,0.59,1.067
24.17,18.86,0.03,-1,0,23.87,26,1,0.57,1.075
24.27,17.9,0.03,-1,0,23.99,26,1,0.57,1.05
23.23,17.21,0.03,-1,-1,22.91,26,1,0.67,1.25
23.64,17.23,0.03,0,1,23.32,26,1,0.67,1.55
22.51,19.81,0.03,-1,-2,22.19,26,1,0.67,1.9
23.09,21.46,0.03,1,0,22.89,26,1,0.59,1.05
23.71,20.78,0.03,1,0,23.37,26,1,0.59,1.1
23.18,21.3,0.03,1,1,23.01,26,1,0.59,1.5
23.71,21.33,0.03,4,2,23.39,26,1,0.59,1.55
23.74,18.35,0.03,2,0,23.37,26,1,0.67,1.5
22.94,20.94,0.03,3,-1,22.75,26,1,0.67,2
23.83,23.23,0.03,3,0,23.49,26,1,0.67,1.571
24.39,24.2,0.03,3,0,23.97,26,1,0.67,1
22.2,39.3,0.03,8,0,22.03,26,1,0.59,1.433
22.3,40.26,0.03,8,0,21.93,26,1,0.59,1.91
22.58,40.03,0.03,9,0,22.26,26,1,0.59,1.125
22.68,27.75,0.03,9.444444,0,22.26,26,1,0.5,1.867
23.09,29,0.03,12,0,22.84,26,1,0.5,1.325
25.19,40.37,0.03,23,0,24.69,26,1,0.5,1.025
23.62,40.53,0.03,21,0,23.34,26,1,0.5,1.7
23.9,56.82,0.03,25,0,23.46,26,1,0.5,1.025
23.96,55.63,0.03,24,1,23.96,27,2,0.4,2.8
24.14,55.63,0.03,31,-2,24.14,27,2,0.4,1.5
24.23,55.63,0.03,29,0,24.23,27,2,0.4,1.05
23.23,55.63,0.03,24,0,23.23,27,2,0.58,2.8
23.59,55.63,0.03,28,-1,23.59,27,2,0.58,1.05
23.59,55.63,0.03,29,0,23.59,27,2,0.58,1
23.23,55.63,0.03,24,-1,23.23,27,2,0.34,2.8
23.96,55.63,0.03,27,-1,23.96,27,2,0.34,1.1
23.14,55.63,0.03,23,-1,23.14,27,2,0.31,2.8
23.78,55.63,0.03,31,0,23.78,27,2,0.56,1.05
23.59,55.63,0.03,32,0,23.59,27,2,0.31,1.05
23.87,55.63,0.03,26,-1,23.87,27,2,0.32,2.8
24.14,55.63,0.03,32,-1,24.14,27,2,0.64,1.05
23.96,55.63,0.03,33,0,23.96,27,2,0.64,1.267
23.5,55.63,0.03,27,1,23.5,27,2,0.34,1.548
23.87,55.63,0.03,31,-1,23.87,27,2,0.34,1.5
23.5,55.63,0.03,31,0,23.5,27,2,0.34,1.6
23.14,55.63,0.03,26,0,23.14,27,2,0.34,2.8
23.5,55.63,0.03,28,0,23.5,27,2,0.34,2
23.41,55.63,0.03,29,-1,23.41,27,2,0.64,1.05
23.5,55.63,0.03,27,-2,23.5,27,2,0.34,2.033
23.59,55.63,0.03,31,0,23.59,27,2,0.68,1.05
23.59,55.63,0.03,30,-2,23.59,27,2,0.68,1.05
23.23,55.63,0.03,26,-2,23.23,27,2,0.54,2.55
24.68,55.63,0.03,31,0,24.68,27,2,0.54,1.05
24.5,55.63,0.03,32,0,24.5,27,2,0.54,2
