,Country,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Air velocity (fpm),Velocity_m (m/s),Velocity_m (fpm),Database
66,Thailand,-0.78,17.93,23.01,0.47,1.1,23.3,35.3,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30,-1,no change,73.9,23.3,73.9,23.8,74.9,24.4,75.9,23.62,0.12,23.62,Database 1
67,Thailand,-1.17,33.56,22.11,0.43,1.1,22.8,35.3,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35,-1,no change,73,22.8,73,23.5,74.2,24.1,75.4,29.53,0.15,29.53,Database 1
68,Thailand,-0.85,20.27,22.8,0.55,1.1,22.5,35.5,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,36,1,cooler,72.5,22.5,72.5,23,73.5,23.6,74.5,23.62,0.12,23.62,Database 1
69,Thailand,-0.73,16.29,23.15,0.56,1.1,22.8,35.3,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24,0,cooler,73,22.8,73,23.3,73.9,23.8,74.8,23.62,0.12,23.62,Database 1
70,Thailand,-1.17,33.98,21.68,0.38,1.1,22.8,35.4,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,38,0,cooler,73,22.8,73,23.2,73.8,23.7,74.6,21.65,0.11,21.65,Database 1
71,Thailand,-0.1,5.22,25.66,1.14,1.1,21,47,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,-1,no change,69.8,21,69.8,21.4,70.6,21.9,71.4,23.62,0.12,23.62,Database 1
72,Thailand,-1.01,26.35,22.1,0.56,1.1,21.4,44.5,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,-1,no change,70.5,21.4,70.5,22.1,71.8,22.8,73.1,21.65,0.11,21.65,Database 1
73,Thailand,0.08,5.13,26.28,1.14,1.1,21.3,44,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,-2,no change,70.3,21.3,70.3,22.2,71.9,23,73.4,19.69,0.1,19.69,Database 1
74,Thailand,0.03,5.01,26.06,1.14,1.1,21.1,44.3,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,-1,cooler,70,21.1,70,21.9,71.4,22.7,72.9,19.69,0.1,19.69,Database 1
75,Thailand,-1.51,51.43,20.78,0.45,1.1,20.9,45.1,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,-1,no change,69.6,20.9,69.6,21.7,71,22.4,72.4,23.62,0.12,23.62,Database 1
76,Thailand,-0.79,18.16,23,0.8,1.1,20.9,45.7,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,-2,warmer,69.6,20.9,69.6,21.4,70.5,21.9,71.4,29.53,0.15,29.53,Database 1
77,Thailand,-1.18,34.5,21.68,0.72,1.1,20,47.1,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,-1,warmer,68,20,68,20.5,68.9,21,69.8,27.56,0.14,27.56,Database 1
78,Thailand,-0.66,14.07,23.22,0.99,1.1,19.5,48.5,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,0,no change,67.1,19.5,67.1,20,68,20.5,68.9,21.65,0.11,21.65,Database 1
79,Thailand,-0.18,5.67,24.67,0.51,1.1,24.6,39.8,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,1,cooler,76.3,24.6,76.3,25.1,77.3,25.7,78.2,21.65,0.11,21.65,Database 1
80,Thailand,0.22,6.02,25.98,0.85,1.1,25.1,38.1,0.25,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,0,no change,77.2,25.1,77.2,25.4,77.7,25.7,78.2,49.21,0.25,49.21,Database 1
81,Thailand,-0.63,13.34,23.29,0.43,1.1,25.1,37.6,0.19,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22,-1,no change,77.2,25.1,77.2,25.2,77.3,25.2,77.4,37.4,0.19,37.4,Database 1
82,Thailand,-0.66,14.16,23.11,0.51,1.1,24.8,37.6,0.25,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,-1,no change,76.6,24.8,76.6,24.8,76.6,24.8,76.6,49.21,0.25,49.21,Database 1
83,Thailand,-1.49,50.24,20.78,0.34,1.1,22.2,38.4,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,0,no change,72,22.2,72,22.7,72.8,23.2,73.7,19.69,0.1,19.69,Database 1
84,Thailand,-0.69,15.15,23.11,0.56,1.1,22.8,37.4,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,34,-1,no change,73,22.8,73,23.2,73.8,23.7,74.6,21.65,0.11,21.65,Database 1
85,Thailand,-0.63,13.45,23.3,0.56,1.1,23,37.1,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,0,no change,73.4,23,73.4,23.4,74.2,23.9,75,21.65,0.11,21.65,Database 1
86,Thailand,-1.29,39.72,21.76,0.43,1.1,22.3,36.9,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35,0,no change,72.1,22.3,72.1,23,73.3,23.6,74.5,27.56,0.14,27.56,Database 1
87,Thailand,-0.81,18.89,22.76,0.65,1.1,21.6,37.4,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,38,-1,no change,70.9,21.6,70.9,22.2,72,22.8,73,21.65,0.11,21.65,Database 1
88,Thailand,-1.16,33.53,21.83,0.51,1.1,21.7,37.3,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35,0,no change,71.1,21.7,71.1,22.3,72.1,22.9,73.2,23.62,0.12,23.62,Database 1
89,Thailand,-0.77,17.62,22.89,0.6,1.1,22.2,36.6,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24,-1,no change,72,22.2,72,22.7,72.9,23.3,73.9,21.65,0.11,21.65,Database 1
90,Thailand,-1.14,32.2,22.09,0.46,1.1,22.4,36.3,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31,1,cooler,72.3,22.4,72.3,23,73.4,23.6,74.5,25.59,0.13,25.59,Database 1
91,Thailand,-0.7,15.2,23.27,0.65,1.1,22.2,36.1,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,0,no change,72,22.2,72,22.7,72.9,23.3,73.9,23.62,0.12,23.62,Database 1
92,Thailand,-0.92,22.85,22.68,0.55,1.1,22.5,35.9,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24,-1,no change,72.5,22.5,72.5,22.9,73.3,23.4,74.1,25.59,0.13,25.59,Database 1
94,Thailand,-0.68,14.7,23.23,0.67,1.1,21.9,36,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,0,cooler,71.4,21.9,71.4,22.5,72.6,23.2,73.8,21.65,0.11,21.65,Database 1
95,Thailand,-1.01,26.54,22.28,0.56,1.1,21.9,35.8,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33,0,cooler,71.4,21.9,71.4,22.4,72.4,23,73.4,23.62,0.12,23.62,Database 1
96,Thailand,-0.4,8.27,24.19,0.8,1.1,22.2,35.6,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,-1,warmer,72,22.2,72,22.6,72.7,23.1,73.5,21.65,0.11,21.65,Database 1
97,Thailand,-1.34,42.53,21.53,0.46,1.1,21.6,35.9,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,-1,no change,70.9,21.6,70.9,22.4,72.4,23.2,73.8,25.59,0.13,25.59,Database 1
98,Thailand,-2.87,98.35,17.76,0.27,1.1,21.6,35.7,0.31,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,39,0,no change,70.9,21.6,70.9,22.4,72.3,23.2,73.8,61.02,0.31,61.02,Database 1
99,Thailand,-1.11,30.96,22.13,0.55,1.1,22.2,35.7,0.16,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,0,cooler,72,22.2,72,22.7,72.9,23.2,73.7,31.5,0.16,31.5,Database 1
100,Thailand,-1.4,45.71,21.16,0.56,1.1,21.4,36,0.18,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33,0,no change,70.5,21.4,70.5,21.8,71.3,22.3,72.1,35.43,0.18,35.43,Database 1
101,Thailand,-0.97,24.68,22.48,0.63,1.1,21.7,35.4,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,-2,no change,71.1,21.7,71.1,22.1,71.7,22.5,72.4,25.59,0.13,25.59,Database 1
102,Thailand,-0.78,17.83,23.11,0.65,1.1,22.1,35.4,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,,0,no change,71.8,22.1,71.8,22.6,72.7,23.1,73.5,25.59,0.13,25.59,Database 1
103,Thailand,-0.66,14.22,23.26,0.64,1.1,22.3,34.8,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31,-1,warmer,72.1,22.3,72.1,22.8,73,23.3,73.9,21.65,0.11,21.65,Database 1
104,Thailand,-0.57,11.88,23.45,0.63,1.1,22.7,73.8,0.16,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,34,0,no change,72.9,22.7,72.9,22.8,73.1,22.9,73.3,31.5,0.16,31.5,Database 1
105,Thailand,-1.02,26.77,22.02,0.55,1.1,22.1,75.3,0.19,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24,-2,no change,71.8,22.1,71.8,22.5,72.5,22.9,73.2,37.4,0.19,37.4,Database 1
106,Thailand,-0.06,5.06,25.04,0.55,1.1,24.1,73.7,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22,1,cooler,75.4,24.1,75.4,24.4,76,24.7,76.5,19.69,0.1,19.69,Database 1
107,Thailand,-0.35,7.56,24.34,0.46,1.1,24.3,71.1,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,31,1,cooler,75.7,24.3,75.7,24.7,76.5,25.2,77.3,29.53,0.15,29.53,Database 1
108,Thailand,-0.17,5.61,24.65,0.46,1.1,24.5,70.4,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,,2,cooler,76.1,24.5,76.1,24.8,76.7,25.1,77.3,21.65,0.11,21.65,Database 1
109,Thailand,-0.1,5.21,24.79,0.46,1.1,24.4,69.7,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,49,1,cooler,75.9,24.4,75.9,24.9,76.9,25.5,77.9,19.69,0.1,19.69,Database 1
110,Thailand,0.1,5.2,26.2,0.75,1.1,23.7,70.3,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30,-1,no change,74.7,23.7,74.7,24,75.2,24.4,75.8,25.59,0.13,25.59,Database 1
111,Thailand,-1.05,28.49,22.11,0.46,1.1,22.3,68.7,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,0,no change,72.1,22.3,72.1,22.7,72.9,23.2,73.7,27.56,0.14,27.56,Database 1
112,Thailand,-1.18,34.21,21.34,0.43,1.1,21.9,69.3,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,0,no change,71.4,21.9,71.4,22.2,72,22.5,72.6,21.65,0.11,21.65,Database 1
113,Thailand,-0.17,5.62,25.22,0.87,1.1,22,66.5,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,32,-1,warmer,71.6,22,71.6,22.4,72.4,22.9,73.2,25.59,0.13,25.59,Database 1
114,Thailand,-1,25.96,22.2,0.31,1.1,23.6,72.6,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,0,cooler,74.5,23.6,74.5,23.9,75.1,24.3,75.7,25.59,0.13,25.59,Database 1
115,Thailand,-0.4,8.29,24.24,0.45,1.1,24.1,72.1,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,-1,no change,75.4,24.1,75.4,24.5,76.2,25,77,27.56,0.14,27.56,Database 1
116,Thailand,-0.47,9.62,23.44,0.45,1.1,23.4,70.7,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,32,0,no change,74.1,23.4,74.1,23.9,75,24.4,75.9,19.69,0.1,19.69,Database 1
117,Thailand,-0.53,10.98,23.66,0.46,1.1,23.6,73.2,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30,0,no change,74.5,23.6,74.5,24,75.2,24.4,75.9,25.59,0.13,25.59,Database 1
118,Thailand,-0.23,6.09,24.67,0.56,1.1,23.7,73.2,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,1,cooler,74.7,23.7,74.7,24,75.2,24.4,75.8,23.62,0.12,23.62,Database 1
119,Thailand,-0.64,13.7,23.01,0.46,1.1,23,70.6,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,0,no change,73.4,23,73.4,23.5,74.3,24,75.2,21.65,0.11,21.65,Database 1
120,Thailand,-0.69,15.02,23.07,0.65,1.1,22.2,70.4,0.16,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,0,no change,72,22.2,72,22.4,72.4,22.6,72.8,31.5,0.16,31.5,Database 1
